,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,95798000.0,98649000.0,106303000.0,112557000.0,
Share Issued,95798000.0,98649000.0,106303000.0,112557000.0,
Net Debt,958754000.0,1239626000.0,1074506000.0,344670000.0,
Total Debt,1988012000.0,2048383000.0,2047098000.0,1742550000.0,
Tangible Book Value,512388000.0,604278000.0,1102798000.0,1375562000.0,
Invested Capital,5544384000.0,5951177000.0,6600316000.0,6371975000.0,
Working Capital,1215947000.0,1474031000.0,1774738000.0,1802223000.0,
Net Tangible Assets,512388000.0,604278000.0,1102798000.0,1375562000.0,
Common Stock Equity,3556372000.0,3902794000.0,4553218000.0,4629425000.0,
Total Capitalization,5105644000.0,5950867000.0,6600316000.0,6371975000.0,
Total Equity Gross Minority Interest,3556372000.0,3902794000.0,4553218000.0,4629425000.0,
Stockholders Equity,3556372000.0,3902794000.0,4553218000.0,4629425000.0,
Gains Losses Not Affecting Retained Earnings,-5097000.0,-3175000.0,5232000.0,29649000.0,
Other Equity Adjustments,-5097000.0,-3175000.0,5232000.0,29649000.0,
Retained Earnings,-89598000.0,84495000.0,512137000.0,355036000.0,
Capital Stock,3651067000.0,3821474000.0,4035849000.0,4244740000.0,
Common Stock,3651067000.0,3821474000.0,4035849000.0,4244740000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,2998263000.0,2789109000.0,2955854000.0,2592045000.0,
Total Non Current Liabilities Net Minority Interest,1768176000.0,2233346000.0,2280727000.0,1910464000.0,
Other Non Current Liabilities,218904000.0,185273000.0,233629000.0,167914000.0,
Long Term Debt And Capital Lease Obligation,1549272000.0,2048073000.0,2047098000.0,1742550000.0,
Long Term Debt,1549272000.0,2048073000.0,2047098000.0,1742550000.0,
Current Liabilities,1230087000.0,555763000.0,675127000.0,681581000.0,
Other Current Liabilities,201587000.0,122289000.0,107026000.0,112653000.0,
Current Debt And Capital Lease Obligation,438740000.0,310000.0,,5092000.0,6893000.0
Current Debt,438740000.0,310000.0,,5092000.0,6893000.0
Payables And Accrued Expenses,589760000.0,433164000.0,568101000.0,568928000.0,
Current Accrued Expenses,336767000.0,222463000.0,240186000.0,255060000.0,
Payables,252993000.0,210701000.0,327915000.0,313868000.0,
Accounts Payable,252993000.0,210701000.0,327915000.0,313868000.0,
Total Assets,6554635000.0,6691903000.0,7509072000.0,7221470000.0,
Total Non Current Assets,4108601000.0,4662109000.0,5059207000.0,4737666000.0,
Other Non Current Assets,170383000.0,193381000.0,324110000.0,182402000.0,
Investments And Advances,23252000.0,20406000.0,31086000.0,35370000.0,
Goodwill And Other Intangible Assets,3043984000.0,3298516000.0,3450420000.0,3253863000.0,
Other Intangible Assets,509383000.0,537703000.0,674786000.0,611155000.0,
Goodwill,2534601000.0,2760813000.0,2775634000.0,2642708000.0,
Net PPE,870982000.0,1149806000.0,1253591000.0,1266031000.0,
Accumulated Depreciation,-1683592000.0,-1900317000.0,-1734608000.0,-1561613000.0,
Gross PPE,2554574000.0,3050123000.0,2988199000.0,2827644000.0,
Construction In Progress,86230000.0,130086000.0,128317000.0,108563000.0,
Machinery Furniture Equipment,2091268000.0,2430307000.0,2401735000.0,2282059000.0,
Buildings And Improvements,354037000.0,463888000.0,432305000.0,411180000.0,
Land And Improvements,23039000.0,25842000.0,25842000.0,25842000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2446034000.0,2029794000.0,2449865000.0,2483804000.0,
Other Current Assets,78993000.0,46703000.0,70685000.0,51810000.0,
Assets Held For Sale Current,159278000.0,0.0,,,
Prepaid Assets,40563000.0,46684000.0,49839000.0,41572000.0,
Inventory,710555000.0,796596000.0,755748000.0,507787000.0,
Finished Goods,161632000.0,186684000.0,162321000.0,89761000.0,
Work In Process,347175000.0,345545000.0,357332000.0,283067000.0,
Raw Materials,201748000.0,264367000.0,236095000.0,134959000.0,
Receivables,427387000.0,331054000.0,601001000.0,484755000.0,
Other Receivables,14427000.0,26535000.0,32151000.0,27324000.0,
Accounts Receivable,412960000.0,304519000.0,568850000.0,457431000.0,
Allowance For Doubtful Accounts Receivable,-313000.0,-369000.0,-402000.0,-331000.0,
Gross Accounts Receivable,413273000.0,304888000.0,569252000.0,457762000.0,
Cash Cash Equivalents And Short Term Investments,1029258000.0,808757000.0,972592000.0,1397880000.0,
Cash And Cash Equivalents,1029258000.0,808757000.0,972592000.0,1397880000.0,
