,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,30030000.0,43584000.0,13257700.0,-6831000.0,
Tax Rate For Calcs,0.231,0.24,0.233,0.23,
Normalized EBITDA,1596000000.0,1368200000.0,1153200000.0,1010400000.0,
Total Unusual Items,130000000.0,181600000.0,56900000.0,-29700000.0,
Total Unusual Items Excluding Goodwill,130000000.0,181600000.0,56900000.0,-29700000.0,
Net Income From Continuing Operation Net Minority Interest,993000000.0,870500000.0,671800000.0,587100000.0,
Reconciled Depreciation,222000000.0,206000000.0,185800000.0,152900000.0,
Reconciled Cost Of Revenue,2406000000.0,2186600000.0,1816900000.0,1636900000.0,
EBITDA,1726000000.0,1549800000.0,1210100000.0,980700000.0,
EBIT,1504000000.0,1343800000.0,1024300000.0,827800000.0,
Net Interest Income,-201000000.0,-197700000.0,-148200000.0,-65000000.0,
Interest Expense,201000000.0,197700000.0,148200000.0,65000000.0,
Normalized Income,893030000.0,732484000.0,628157700.0,609969000.0,
Net Income From Continuing And Discontinued Operation,993000000.0,870500000.0,671800000.0,587100000.0,
Total Expenses,3338000000.0,3042500000.0,2599500000.0,2192800000.0,
Diluted Average Shares,284000000.0,281000000.0,279000000.0,277414000.0,
Basic Average Shares,282000000.0,280000000.0,278000000.0,276024000.0,
Diluted EPS,3.46,3.05,2.37,2.07,
Basic EPS,3.48,3.07,2.38,2.08,
Diluted NI Availto Com Stockholders,981000000.0,857200000.0,659100000.0,574200000.0,
Net Income Common Stockholders,981000000.0,857200000.0,659100000.0,574200000.0,
Otherunder Preferred Stock Dividend,12000000.0,13300000.0,12700000.0,12900000.0,
Net Income,993000000.0,870500000.0,671800000.0,587100000.0,
Minority Interests,-9000000.0,,,,
Net Income Including Noncontrolling Interests,1002000000.0,870500000.0,671800000.0,587100000.0,
Net Income Continuous Operations,1002000000.0,870500000.0,671800000.0,587100000.0,
Tax Provision,301000000.0,275600000.0,204300000.0,175700000.0,
Pretax Income,1303000000.0,1146100000.0,876100000.0,762800000.0,
Other Income Expense,137000000.0,186900000.0,60600000.0,-26900000.0,
Other Non Operating Income Expenses,7000000.0,5300000.0,3700000.0,2800000.0,
Special Income Charges,37000000.0,129200000.0,50400000.0,-30800000.0,
Gain On Sale Of Ppe,,,,,2388000.0
Gain On Sale Of Business,31000000.0,143300000.0,4500000.0,9600000.0,
Restructuring And Mergern Acquisition,-6000000.0,14100000.0,-45900000.0,40400000.0,
Gain On Sale Of Security,93000000.0,52400000.0,6500000.0,1100000.0,
Net Non Operating Interest Income Expense,-201000000.0,-197700000.0,-148200000.0,-65000000.0,
Interest Expense Non Operating,201000000.0,197700000.0,148200000.0,65000000.0,
Operating Income,1367000000.0,1156900000.0,963700000.0,854700000.0,
Operating Expense,932000000.0,855900000.0,782600000.0,555900000.0,
Other Operating Expenses,710000000.0,649900000.0,596800000.0,403000000.0,
Depreciation Amortization Depletion Income Statement,222000000.0,206000000.0,185800000.0,152900000.0,
Depreciation And Amortization In Income Statement,222000000.0,206000000.0,185800000.0,152900000.0,
Amortization,178000000.0,166000000.0,146600000.0,119600000.0,
Amortization Of Intangibles Income Statement,178000000.0,166000000.0,146600000.0,119600000.0,
Depreciation Income Statement,44000000.0,40000000.0,39200000.0,33300000.0,
Gross Profit,2299000000.0,2012800000.0,1746300000.0,1410600000.0,
Cost Of Revenue,2406000000.0,2186600000.0,1816900000.0,1636900000.0,
Total Revenue,4705000000.0,4199400000.0,3563200000.0,3047500000.0,
Operating Revenue,4705000000.0,4199400000.0,3563200000.0,3047500000.0,
