,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,1247400.0,-25771200.0,-26182900.0,45359000.0,
Tax Rate For Calcs,0.077,0.059,0.107,0.134,
Normalized EBITDA,5301800000.0,5130100000.0,5504300000.0,9330800000.0,
Total Unusual Items,16200000.0,-436800000.0,-244700000.0,338500000.0,
Total Unusual Items Excluding Goodwill,16200000.0,-436800000.0,-244700000.0,338500000.0,
Net Income From Continuing Operation Net Minority Interest,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Reconciled Depreciation,482900000.0,421000000.0,341400000.0,286200000.0,
Reconciled Cost Of Revenue,1970500000.0,1815800000.0,1560400000.0,2437500000.0,
EBITDA,5318000000.0,4693300000.0,5259600000.0,9669300000.0,
EBIT,4835100000.0,4272300000.0,4918200000.0,9383100000.0,
Net Interest Income,656200000.0,422900000.0,100700000.0,-11500000.0,
Interest Expense,55200000.0,73000000.0,59400000.0,57300000.0,
Interest Income,711400000.0,495900000.0,160100000.0,45800000.0,
Normalized Income,4397647400.0,4364628800.0,4556917100.0,7782159000.0,
Net Income From Continuing And Discontinued Operation,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Total Expenses,10110300000.0,8884000000.0,7178900000.0,7076900000.0,
Total Operating Income As Reported,3990700000.0,4047100000.0,4738900000.0,8946800000.0,
Diluted Average Shares,,113700000.0,113500000.0,112200002.0,115100002.0
Basic Average Shares,,106700000.0,107100000.0,105700002.0,107600002.0
Diluted EPS,,34.77,38.22,71.969999,30.519999
Basic EPS,,37.05,40.51,76.399998,32.649999
Diluted NI Availto Com Stockholders,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Net Income Common Stockholders,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Net Income,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Net Income Including Noncontrolling Interests,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Net Income Continuous Operations,4412600000.0,3953600000.0,4338400000.0,8075300000.0,
Tax Provision,367300000.0,245700000.0,520400000.0,1250500000.0,
Pretax Income,4779900000.0,4199300000.0,4858800000.0,9325800000.0,
Other Income Expense,32000000.0,-456800000.0,-235900000.0,342500000.0,
Other Non Operating Income Expenses,15800000.0,-20000000.0,8800000.0,4000000.0,
Special Income Charges,-101000000.0,-186100000.0,-255100000.0,-48000000.0,
Other Special Charges,101000000.0,186100000.0,255100000.0,48000000.0,
Restructuring And Mergern Acquisition,,186100000.0,255100000.0,48000000.0,
Gain On Sale Of Security,117200000.0,-250700000.0,10400000.0,386500000.0,
Net Non Operating Interest Income Expense,656200000.0,422900000.0,100700000.0,-11500000.0,
Interest Expense Non Operating,55200000.0,73000000.0,59400000.0,57300000.0,
Interest Income Non Operating,711400000.0,495900000.0,160100000.0,45800000.0,
Operating Income,4091700000.0,4233200000.0,4994000000.0,8994800000.0,
Operating Expense,8139800000.0,7068200000.0,5618500000.0,4639400000.0,
Other Operating Expenses,53400000.0,-2100000.0,-89900000.0,-45600000.0,
Research And Development,5132000000.0,4439000000.0,3592500000.0,2860100000.0,
Selling General And Administration,2954400000.0,2631300000.0,2115900000.0,1824900000.0,
Gross Profit,12231500000.0,11301400000.0,10612500000.0,13634200000.0,
Cost Of Revenue,1970500000.0,1815800000.0,1560400000.0,2437500000.0,
Total Revenue,14202000000.0,13117200000.0,12172900000.0,16071700000.0,
Operating Revenue,13687000000.0,12581100000.0,11807800000.0,15790500000.0,
