,2024-02-29,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Treasury Shares Number,29809881.0,29498426.0,27830407.0,22076350.0,
Ordinary Shares Number,182912078.0,183221707.0,189894471.0,194011154.0,
Share Issued,212721959.0,212720133.0,217724878.0,216087504.0,
Net Debt,11726900000.0,12327800000.0,10217100000.0,9981700000.0,
Total Debt,12557600000.0,12960100000.0,10954200000.0,10982200000.0,
Tangible Book Value,-968900000.0,-2239900000.0,1114300000.0,3073300000.0,
Invested Capital,21622400000.0,20874900000.0,22148400000.0,24041200000.0,
Working Capital,587800000.0,527800000.0,630900000.0,1775400000.0,
Net Tangible Assets,-968900000.0,-2239900000.0,1114300000.0,3073300000.0,
Capital Lease Obligations,678300000.0,498800000.0,537700000.0,539900000.0,
Common Stock Equity,9743100000.0,8413600000.0,11731900000.0,13598900000.0,
Total Capitalization,20424200000.0,19700100000.0,21220100000.0,24012000000.0,
Total Equity Gross Minority Interest,10064600000.0,8733900000.0,12047800000.0,13929100000.0,
Minority Interest,321500000.0,320300000.0,315900000.0,330200000.0,
Stockholders Equity,9743100000.0,8413600000.0,11731900000.0,13598900000.0,
Gains Losses Not Affecting Retained Earnings,376800000.0,28500000.0,-412700000.0,-335500000.0,
Other Equity Adjustments,376800000.0,28500000.0,-412700000.0,-335500000.0,
Treasury Stock,6100300000.0,5863900000.0,4171900000.0,2789800000.0,
Retained Earnings,13417200000.0,12343900000.0,14505400000.0,15117800000.0,
Additional Paid In Capital,2047300000.0,1903000000.0,1808900000.0,1604200000.0,
Capital Stock,2100000.0,2100000.0,2200000.0,2200000.0,
Common Stock,2100000.0,2100000.0,2200000.0,2200000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,15627100000.0,15928400000.0,13808000000.0,13175700000.0,
Total Non Current Liabilities Net Minority Interest,12485400000.0,12960100000.0,11109200000.0,11906600000.0,
Other Non Current Liabilities,104800000.0,137300000.0,150100000.0,96200000.0,
Tradeand Other Payables Non Current,439100000.0,457400000.0,393700000.0,355000000.0,
Non Current Deferred Liabilities,671700000.0,661500000.0,619900000.0,571200000.0,
Non Current Deferred Revenue,80200000.0,92000000.0,104100000.0,1500000.0,
Non Current Deferred Taxes Liabilities,591500000.0,569500000.0,515800000.0,569700000.0,
Long Term Debt And Capital Lease Obligation,11269800000.0,11703900000.0,9945500000.0,10884200000.0,
Long Term Capital Lease Obligation,588700000.0,417400000.0,457300000.0,471100000.0,
Long Term Debt,10681100000.0,11286500000.0,9488200000.0,10413100000.0,
Current Liabilities,3141700000.0,2968300000.0,2698800000.0,1269100000.0,
Other Current Liabilities,177600000.0,164500000.0,174300000.0,164800000.0,
Current Deferred Liabilities,34600000.0,34000000.0,32000000.0,16300000.0,
Current Deferred Revenue,34600000.0,34000000.0,32000000.0,16300000.0,
Current Debt And Capital Lease Obligation,1287800000.0,1256200000.0,1008700000.0,98000000.0,
Current Capital Lease Obligation,89600000.0,81400000.0,80400000.0,68800000.0,
Current Debt,1198200000.0,1174800000.0,928300000.0,29200000.0,
Other Current Borrowings,956800000.0,9500000.0,605300000.0,29200000.0,
Line Of Credit,,,,,0.0
Commercial Paper,241400000.0,1165300000.0,323000000.0,0.0,
Payables And Accrued Expenses,1641700000.0,1513600000.0,1483800000.0,990000000.0,
Current Accrued Expenses,483600000.0,525300000.0,540000000.0,485400000.0,
Interest Payable,110700000.0,99300000.0,85100000.0,93400000.0,
Payables,1158100000.0,988300000.0,943800000.0,504600000.0,
Total Tax Payable,51000000.0,46800000.0,44600000.0,44600000.0,
Income Tax Payable,,,21500000.0,24700000.0,24900000.0
Accounts Payable,1107100000.0,941500000.0,899200000.0,460000000.0,
Total Assets,25691700000.0,24662300000.0,25855800000.0,27104800000.0,
Total Non Current Assets,21962200000.0,21166200000.0,22526100000.0,24060300000.0,
Other Non Current Assets,969400000.0,790900000.0,138400000.0,136200000.0,
Non Current Deferred Assets,2055000000.0,2193300000.0,2351500000.0,2492500000.0,
Non Current Deferred Taxes Assets,2055000000.0,2193300000.0,2351500000.0,2492500000.0,
Investments And Advances,170600000.0,663300000.0,2880100000.0,4606500000.0,
Other Investments,,93200000.0,191400000.0,1818100000.0,1117100000.0
Long Term Equity Investment,170600000.0,663300000.0,2688700000.0,2788400000.0,
Goodwill And Other Intangible Assets,10712000000.0,10653500000.0,10617600000.0,10525600000.0,
Other Intangible Assets,2731700000.0,2728100000.0,2755200000.0,2732100000.0,
Goodwill,7980300000.0,7925400000.0,7862400000.0,7793500000.0,
Net PPE,8055200000.0,6865200000.0,6538500000.0,6299500000.0,
Accumulated Depreciation,-2733100000.0,-2391900000.0,-1952300000.0,-1734200000.0,
Gross PPE,10788300000.0,9257100000.0,8490800000.0,8033700000.0,
Construction In Progress,2296600000.0,1272000000.0,1223200000.0,2084200000.0,
Other Properties,264600000.0,243500000.0,734200000.0,703900000.0,
Machinery Furniture Equipment,5811900000.0,5464000000.0,4967800000.0,3828200000.0,
Buildings And Improvements,1941600000.0,1800400000.0,1109400000.0,983400000.0,
Land And Improvements,473600000.0,477200000.0,456200000.0,434000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,3729500000.0,3496100000.0,3329700000.0,3044500000.0,
Other Current Assets,116400000.0,114700000.0,91200000.0,79600000.0,
Hedging Assets Current,162500000.0,136200000.0,92600000.0,48700000.0,
Assets Held For Sale Current,8500000.0,7700000.0,0.0,0.0,
Prepaid Assets,130900000.0,129500000.0,254100000.0,76000000.0,
Inventory,2078300000.0,1898700000.0,1573200000.0,1291100000.0,
Finished Goods,728200000.0,685400000.0,583100000.0,404100000.0,
Work In Process,1096000000.0,967800000.0,804800000.0,735900000.0,
Raw Materials,254100000.0,245500000.0,185300000.0,151100000.0,
Receivables,1080500000.0,1075800000.0,1119200000.0,1088500000.0,
Taxes Receivable,247700000.0,174200000.0,220200000.0,303200000.0,
Accounts Receivable,832800000.0,901600000.0,899000000.0,785300000.0,
Cash Cash Equivalents And Short Term Investments,152400000.0,133500000.0,199400000.0,460600000.0,
Cash And Cash Equivalents,152400000.0,133500000.0,199400000.0,460600000.0,
