,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,3627000000.0,4601000000.0,3899000000.0,3901000000.0,
Repurchase Of Capital Stock,-3025000000.0,-3638000000.0,-3516000000.0,-742000000.0,
Repayment Of Debt,-20899000000.0,-9724000000.0,-12840000000.0,-7363000000.0,
Issuance Of Debt,20955000000.0,9447000000.0,11690000000.0,6823000000.0,
Issuance Of Capital Stock,116000000.0,163000000.0,220000000.0,92000000.0,
Capital Expenditure,-687000000.0,-558000000.0,-535000000.0,-641000000.0,
Interest Paid Supplemental Data,234000000.0,224000000.0,186000000.0,220000000.0,
Income Tax Paid Supplemental Data,901000000.0,562000000.0,359000000.0,379000000.0,
End Cash Position,4583000000.0,4678000000.0,3532000000.0,6278000000.0,
Other Cash Adjustment Outside Changein Cash,-2000000.0,-1000000.0,-403000000.0,-118000000.0,
Beginning Cash Position,4679000000.0,3935000000.0,6396000000.0,4023000000.0,
Effect Of Exchange Rate Changes,6000000.0,25000000.0,55000000.0,-61000000.0,
Changes In Cash,-100000000.0,719000000.0,-2516000000.0,2434000000.0,
Other Cash Adjustment Inside Changein Cash,0.0,470000000.0,-540000000.0,0.0,
Financing Cash Flow,-3342000000.0,-4368000000.0,-6321000000.0,-1693000000.0,
Cash Flow From Continuing Financing Activities,-3342000000.0,-4368000000.0,-6321000000.0,-1693000000.0,
Net Other Financing Charges,-175000000.0,-324000000.0,-1598000000.0,-227000000.0,
Cash Dividends Paid,-314000000.0,-292000000.0,-277000000.0,-276000000.0,
Common Stock Dividend Paid,-314000000.0,-292000000.0,-277000000.0,-276000000.0,
Net Common Stock Issuance,-2909000000.0,-3475000000.0,-3296000000.0,-650000000.0,
Common Stock Payments,-3025000000.0,-3638000000.0,-3516000000.0,-742000000.0,
Common Stock Issuance,116000000.0,163000000.0,220000000.0,92000000.0,
Net Issuance Payments Of Debt,56000000.0,-277000000.0,-1150000000.0,-540000000.0,
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,
Short Term Debt Payments,-19964000000.0,-8450000000.0,-11192000000.0,-6323000000.0,
Short Term Debt Issuance,19964000000.0,8450000000.0,11192000000.0,6323000000.0,
Net Long Term Debt Issuance,56000000.0,-277000000.0,-1150000000.0,-540000000.0,
Long Term Debt Payments,-935000000.0,-1274000000.0,-1648000000.0,-1040000000.0,
Long Term Debt Issuance,991000000.0,997000000.0,498000000.0,500000000.0,
Investing Cash Flow,-1072000000.0,-542000000.0,-89000000.0,-415000000.0,
Cash Flow From Continuing Investing Activities,-1072000000.0,-542000000.0,-89000000.0,-415000000.0,
Net Other Investing Changes,-160000000.0,-194000000.0,-126000000.0,-139000000.0,
Net Business Purchase And Sale,-225000000.0,210000000.0,572000000.0,365000000.0,
Sale Of Business,47000000.0,1077000000.0,578000000.0,400000000.0,
Purchase Of Business,-272000000.0,-867000000.0,-6000000.0,-35000000.0,
Net Intangibles Purchase And Sale,,,,-190000000.0,-144000000.0
Purchase Of Intangibles,,,,-190000000.0,-144000000.0
Net PPE Purchase And Sale,-431000000.0,-390000000.0,-388000000.0,-451000000.0,
Purchase Of PPE,-431000000.0,-390000000.0,-388000000.0,-451000000.0,
Capital Expenditure Reported,-256000000.0,-168000000.0,-147000000.0,-190000000.0,
Operating Cash Flow,4314000000.0,5159000000.0,4434000000.0,4542000000.0,
Cash Flow From Continuing Operating Activities,4314000000.0,5159000000.0,4434000000.0,4542000000.0,
Change In Working Capital,-64000000.0,384000000.0,-124000000.0,7675000000.0,
Change In Other Working Capital,331000000.0,363000000.0,243000000.0,-166000000.0,
Change In Other Current Liabilities,-734000000.0,-1426000000.0,-157000000.0,7705000000.0,
Change In Payables And Accrued Expense,4587000000.0,3788000000.0,2802000000.0,1267000000.0,
Change In Payable,4587000000.0,3788000000.0,2802000000.0,1267000000.0,
Change In Inventory,-1294000000.0,-1259000000.0,-1169000000.0,-2276000000.0,
Change In Receivables,-2954000000.0,-1082000000.0,-1843000000.0,1145000000.0,
Other Non Cash Items,341000000.0,559000000.0,896000000.0,995000000.0,
Provisionand Write Offof Assets,819000000.0,45000000.0,29000000.0,,
Asset Impairment Charge,43000000.0,72000000.0,175000000.0,242000000.0,
Deferred Tax,-603000000.0,-20000000.0,34000000.0,-908000000.0,
Deferred Income Tax,-603000000.0,-20000000.0,34000000.0,-908000000.0,
Depreciation Amortization Depletion,635000000.0,608000000.0,760000000.0,887000000.0,
Depreciation And Amortization,635000000.0,608000000.0,760000000.0,887000000.0,
Amortization Cash Flow,382000000.0,360000000.0,481000000.0,566000000.0,
Amortization Of Intangibles,382000000.0,360000000.0,481000000.0,566000000.0,
Depreciation,253000000.0,248000000.0,279000000.0,321000000.0,
Operating Gains Losses,-17000000.0,-211000000.0,1377000000.0,-9000000.0,
Earnings Losses From Equity Investments,,,0.0,0.0,1084000000.0
Gain Loss On Sale Of Business,-17000000.0,-211000000.0,1377000000.0,-9000000.0,
Net Income From Continuing Operations,3160000000.0,3722000000.0,1287000000.0,-4340000000.0,
