,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,776919000.0,738823000.0,700607000.0,658564000.0
Ordinary Shares Number,578479000.0,615256000.0,652132000.0,692454000.0
Share Issued,1355398000.0,1354079000.0,1352739000.0,1351018000.0
Net Debt,2934000000.0,3352000000.0,2788000000.0,2604000000.0
Total Debt,7364000000.0,7442000000.0,7956000000.0,7899000000.0
Tangible Book Value,21985000000.0,20140000000.0,33253000000.0,33559000000.0
Invested Capital,29225000000.0,27435000000.0,41092000000.0,41304000000.0
Net Tangible Assets,21985000000.0,20140000000.0,33253000000.0,33559000000.0
Capital Lease Obligations,124000000.0,147000000.0,117000000.0,154000000.0
Common Stock Equity,21985000000.0,20140000000.0,33253000000.0,33559000000.0
Total Capitalization,29225000000.0,27435000000.0,41092000000.0,41304000000.0
Total Equity Gross Minority Interest,21985000000.0,20140000000.0,33253000000.0,33559000000.0
Stockholders Equity,21985000000.0,20140000000.0,33253000000.0,33559000000.0
Gains Losses Not Affecting Retained Earnings,-5520000000.0,-6429000000.0,7393000000.0,8934000000.0
Other Equity Adjustments,-2560000000.0,-2100000000.0,,
Foreign Currency Translation Adjustments,-4069000000.0,-3564000000.0,-2013000000.0,-1109000000.0
Minimum Pension Liabilities,-8000000.0,-36000000.0,-166000000.0,-284000000.0
Unrealized Gain Loss,1117000000.0,-729000000.0,9572000000.0,10327000000.0
Treasury Stock,23395000000.0,20574000000.0,18185000000.0,15904000000.0
Retained Earnings,47993000000.0,44367000000.0,41381000000.0,37984000000.0
Additional Paid In Capital,2771000000.0,2641000000.0,2529000000.0,2410000000.0
Capital Stock,136000000.0,135000000.0,135000000.0,135000000.0
Common Stock,136000000.0,135000000.0,135000000.0,135000000.0
Total Liabilities Net Minority Interest,104739000000.0,111598000000.0,124289000000.0,131527000000.0
Long Term Debt And Capital Lease Obligation,7364000000.0,7442000000.0,7956000000.0,7899000000.0
Long Term Capital Lease Obligation,124000000.0,147000000.0,117000000.0,154000000.0
Long Term Debt,7240000000.0,7295000000.0,7839000000.0,7745000000.0
Payables And Accrued Expenses,154000000.0,698000000.0,4339000000.0,4661000000.0
Payables,154000000.0,698000000.0,4339000000.0,4661000000.0
Other Payable,,1809000000.0,2162000000.0,964000000.0
Total Tax Payable,154000000.0,698000000.0,4339000000.0,4661000000.0
Income Tax Payable,154000000.0,698000000.0,4339000000.0,4661000000.0
Total Assets,126724000000.0,131738000000.0,157542000000.0,165086000000.0
Investments And Advances,92197000000.0,95888000000.0,122299000000.0,131629000000.0
Net PPE,445000000.0,530000000.0,538000000.0,601000000.0
Receivables,848000000.0,647000000.0,672000000.0,796000000.0
Loans Receivable,4704000000.0,5203000000.0,4523000000.0,3540000000.0
Accounts Receivable,848000000.0,647000000.0,672000000.0,796000000.0
Cash Cash Equivalents And Short Term Investments,77596000000.0,79684000000.0,103747000000.0,111023000000.0
Other Short Term Investments,73290000000.0,75741000000.0,98696000000.0,105882000000.0
Cash And Cash Equivalents,4306000000.0,3943000000.0,5051000000.0,5141000000.0
