,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,266378719.0,273000000.0,280000000.0,286000000.0,
Share Issued,266378719.0,273000000.0,280000000.0,286000000.0,
Total Debt,1948000000.0,1946000000.0,1959000000.0,1952000000.0,
Tangible Book Value,1734000000.0,1295000000.0,1276000000.0,4663000000.0,
Invested Capital,9395000000.0,9173000000.0,9503000000.0,9716000000.0,
Working Capital,1157000000.0,684000000.0,638000000.0,4249000000.0,
Net Tangible Assets,1734000000.0,1295000000.0,1276000000.0,4663000000.0,
Capital Lease Obligations,66000000.0,66000000.0,81000000.0,76000000.0,
Common Stock Equity,7513000000.0,7293000000.0,7625000000.0,7840000000.0,
Total Capitalization,9395000000.0,9173000000.0,9503000000.0,9716000000.0,
Total Equity Gross Minority Interest,7513000000.0,7293000000.0,7625000000.0,7840000000.0,
Stockholders Equity,7513000000.0,7293000000.0,7625000000.0,7840000000.0,
Gains Losses Not Affecting Retained Earnings,-72000000.0,-67000000.0,15000000.0,-50000000.0,
Other Equity Adjustments,-72000000.0,-67000000.0,15000000.0,-50000000.0,
Retained Earnings,7582000000.0,7357000000.0,7607000000.0,7887000000.0,
Additional Paid In Capital,0.0,0.0,0.0,0.0,
Capital Stock,3000000.0,3000000.0,3000000.0,3000000.0,
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,5907000000.0,6166000000.0,6175000000.0,5448000000.0,
Total Non Current Liabilities Net Minority Interest,2817000000.0,2881000000.0,2662000000.0,2484000000.0,
Other Non Current Liabilities,437000000.0,393000000.0,397000000.0,250000000.0,
Tradeand Other Payables Non Current,497000000.0,607000000.0,386000000.0,315000000.0,
Non Current Deferred Liabilities,1000000.0,1000000.0,1000000.0,43000000.0,
Non Current Deferred Taxes Liabilities,1000000.0,1000000.0,1000000.0,43000000.0,
Long Term Debt And Capital Lease Obligation,1882000000.0,1880000000.0,1878000000.0,1876000000.0,
Long Term Debt,1882000000.0,1880000000.0,1878000000.0,1876000000.0,
Current Liabilities,3090000000.0,3285000000.0,3513000000.0,2964000000.0,
Current Deferred Liabilities,1873000000.0,2004000000.0,2180000000.0,1622000000.0,
Current Deferred Revenue,1873000000.0,2004000000.0,2180000000.0,1622000000.0,
Current Debt And Capital Lease Obligation,66000000.0,66000000.0,81000000.0,76000000.0,
Current Capital Lease Obligation,66000000.0,66000000.0,81000000.0,76000000.0,
Current Debt,,,,,599000000.0
Other Current Borrowings,,,,,599000000.0
Pensionand Other Post Retirement Benefit Plans Current,476000000.0,436000000.0,500000000.0,494000000.0,
Current Provisions,90000000.0,90000000.0,144000000.0,115000000.0,
Payables And Accrued Expenses,585000000.0,689000000.0,608000000.0,657000000.0,
Current Accrued Expenses,475000000.0,590000000.0,507000000.0,561000000.0,
Payables,110000000.0,99000000.0,101000000.0,96000000.0,
Accounts Payable,110000000.0,99000000.0,101000000.0,96000000.0,
Total Assets,13420000000.0,13459000000.0,13800000000.0,13288000000.0,
Total Non Current Assets,9173000000.0,9490000000.0,9649000000.0,6075000000.0,
Other Non Current Assets,436000000.0,481000000.0,507000000.0,362000000.0,
Non Current Deferred Assets,2380000000.0,2462000000.0,2243000000.0,2045000000.0,
Non Current Deferred Taxes Assets,2380000000.0,2462000000.0,2243000000.0,2045000000.0,
Goodwill And Other Intangible Assets,5779000000.0,5998000000.0,6349000000.0,3177000000.0,
Other Intangible Assets,400000000.0,618000000.0,962000000.0,309000000.0,
Goodwill,5379000000.0,5380000000.0,5387000000.0,2868000000.0,
Net PPE,578000000.0,549000000.0,550000000.0,491000000.0,
Accumulated Depreciation,-1159000000.0,-1067000000.0,-1071000000.0,-1030000000.0,
Gross PPE,1737000000.0,1616000000.0,1621000000.0,1521000000.0,
Leases,190000000.0,186000000.0,202000000.0,172000000.0,
Construction In Progress,47000000.0,11000000.0,30000000.0,12000000.0,
Machinery Furniture Equipment,1057000000.0,984000000.0,948000000.0,901000000.0,
Buildings And Improvements,376000000.0,369000000.0,375000000.0,370000000.0,
Land And Improvements,67000000.0,66000000.0,66000000.0,66000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,4247000000.0,3969000000.0,4151000000.0,7213000000.0,
Other Current Assets,420000000.0,518000000.0,439000000.0,326000000.0,
Receivables,565000000.0,684000000.0,650000000.0,521000000.0,
Accounts Receivable,565000000.0,684000000.0,650000000.0,521000000.0,
Allowance For Doubtful Accounts Receivable,,,,,-6000000.0
Gross Accounts Receivable,,,,,467000000.0
Cash Cash Equivalents And Short Term Investments,3262000000.0,2767000000.0,3062000000.0,6366000000.0,
Other Short Term Investments,362000000.0,343000000.0,330000000.0,1106000000.0,
Cash And Cash Equivalents,2900000000.0,2424000000.0,2732000000.0,5260000000.0,
