,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,9833000.0,0.0,,13877556.0,16477378.0
Ordinary Shares Number,80536000.0,88824000.0,90411000.0,97289000.0,
Share Issued,90369000.0,88824000.0,90411000.0,111166556.0,
Net Debt,8651837000.0,8011570000.0,8679935000.0,8446280000.0,
Total Debt,12066836000.0,11116421000.0,11822490000.0,11975250000.0,
Tangible Book Value,-7451525000.0,-6259687000.0,-6546970000.0,-6468426000.0,
Invested Capital,9567892000.0,9447730000.0,9636347000.0,9663688000.0,
Working Capital,772662000.0,495692000.0,535545000.0,769190000.0,
Net Tangible Assets,-7451525000.0,-6259687000.0,-6546970000.0,-6468426000.0,
Capital Lease Obligations,2620066000.0,2724788000.0,2898469000.0,3067070000.0,
Common Stock Equity,121122000.0,1056097000.0,712326000.0,755508000.0,
Total Capitalization,9297025000.0,9324431000.0,9404943000.0,9484658000.0,
Total Equity Gross Minority Interest,2091351000.0,2743350000.0,2224800000.0,2370980000.0,
Minority Interest,1970229000.0,1687253000.0,1512474000.0,1615472000.0,
Stockholders Equity,121122000.0,1056097000.0,712326000.0,755508000.0,
Gains Losses Not Affecting Retained Earnings,-310796000.0,-52084000.0,-69186000.0,-139247000.0,
Other Equity Adjustments,-310796000.0,-52084000.0,-69186000.0,-139247000.0,
Treasury Stock,1389072000.0,,,,
Retained Earnings,1534630000.0,598288000.0,174487000.0,354337000.0,
Additional Paid In Capital,286270000.0,509804000.0,606935000.0,540321000.0,
Capital Stock,90000.0,89000.0,90000.0,97000.0,
Common Stock,90000.0,89000.0,90000.0,97000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,15193917000.0,14150228000.0,14703452000.0,14750508000.0,
Total Non Current Liabilities Net Minority Interest,12220507000.0,11508014000.0,12083705000.0,12351975000.0,
Other Non Current Liabilities,169588000.0,183074000.0,105233000.0,119158000.0,
Preferred Securities Outside Stock Equity,,,,1434832000.0,1330028000.0
Non Current Deferred Liabilities,665361000.0,726217000.0,782787000.0,830954000.0,
Non Current Deferred Taxes Liabilities,665361000.0,726217000.0,782787000.0,830954000.0,
Long Term Debt And Capital Lease Obligation,11385558000.0,10598723000.0,11195685000.0,11401863000.0,
Long Term Capital Lease Obligation,2209655000.0,2330389000.0,2503068000.0,2672713000.0,
Long Term Debt,9175903000.0,8268334000.0,8692617000.0,8729150000.0,
Current Liabilities,2973410000.0,2642214000.0,2619747000.0,2398533000.0,
Other Current Liabilities,731559000.0,671236000.0,657061000.0,579087000.0,
Current Debt And Capital Lease Obligation,681278000.0,517698000.0,626805000.0,573387000.0,
Current Capital Lease Obligation,410411000.0,394399000.0,395401000.0,394357000.0,
Current Debt,270867000.0,123299000.0,231404000.0,179030000.0,
Other Current Borrowings,270867000.0,123299000.0,231404000.0,179030000.0,
Pensionand Other Post Retirement Benefit Plans Current,800484000.0,752598000.0,692654000.0,659960000.0,
Payables And Accrued Expenses,760089000.0,700682000.0,643227000.0,586099000.0,
Current Accrued Expenses,143579000.0,110251000.0,102602000.0,88474000.0,
Interest Payable,60541000.0,35914000.0,34162000.0,32926000.0,
Payables,616510000.0,590431000.0,540625000.0,497625000.0,
Total Tax Payable,69310000.0,75898000.0,60845000.0,95576000.0,
Income Tax Payable,10303000.0,28507000.0,18039000.0,53792000.0,
Accounts Payable,547200000.0,514533000.0,479780000.0,402049000.0,
Total Assets,17285268000.0,16893578000.0,16928252000.0,17121488000.0,
Total Non Current Assets,13539196000.0,13755672000.0,13772959000.0,13953765000.0,
Other Non Current Assets,261731000.0,271253000.0,315587000.0,136677000.0,
Investments And Advances,370344000.0,593738000.0,275437000.0,288395000.0,
Investmentin Financial Assets,33660000.0,47890000.0,44329000.0,49514000.0,
Held To Maturity Securities,0.0,,,,
Available For Sale Securities,33660000.0,,,,
Long Term Equity Investment,336684000.0,545848000.0,231108000.0,238881000.0,
Goodwill And Other Intangible Assets,7572647000.0,7315784000.0,7259296000.0,7223934000.0,
Other Intangible Assets,197431000.0,203224000.0,182686000.0,177693000.0,
Goodwill,7375216000.0,7112560000.0,7076610000.0,7046241000.0,
Net PPE,5334474000.0,5574897000.0,5922639000.0,6304759000.0,
Accumulated Depreciation,-6262703000.0,-5759514000.0,-5265372000.0,-4763135000.0,
Gross PPE,11597177000.0,11334411000.0,11188011000.0,11067894000.0,
Leases,4180747000.0,4058987000.0,3925244000.0,3828404000.0,
Construction In Progress,133311000.0,177149000.0,376633000.0,592063000.0,
Other Properties,6803953000.0,6626599000.0,6425516000.0,6116963000.0,
Machinery Furniture Equipment,,,,,3081298000.0
Buildings And Improvements,428994000.0,436460000.0,427962000.0,496455000.0,
Land And Improvements,50172000.0,35216000.0,32656000.0,34009000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,3746072000.0,3137906000.0,3155292000.0,3167723000.0,
Other Current Assets,122948000.0,102645000.0,78839000.0,72517000.0,
Restricted Cash,84892000.0,84571000.0,94903000.0,93060000.0,
Prepaid Assets,,,,72517000.0,76387000.0
Inventory,134559000.0,143105000.0,109122000.0,107428000.0,
Receivables,2557676000.0,2415912000.0,2550649000.0,2410508000.0,
Other Receivables,383166000.0,422669000.0,413976000.0,427321000.0,
Taxes Receivable,27535000.0,6387000.0,4603000.0,25604000.0,
