,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-10771040.0,-6709838.0,-2068644.0,-3235500.0
Tax Rate For Calcs,0.163,0.193,0.086,0.075
Normalized EBITDA,1307092000.0,1296619000.0,1375239000.0,1206731000.0
Total Unusual Items,-66080000.0,-34766000.0,-24054000.0,-43140000.0
Total Unusual Items Excluding Goodwill,-66080000.0,-34766000.0,-24054000.0,-43140000.0
Net Income From Continuing Operation Net Minority Interest,547629000.0,523672000.0,651642000.0,557054000.0
Reconciled Depreciation,570776000.0,592754000.0,550632000.0,478389000.0
Reconciled Cost Of Revenue,1072855000.0,930273000.0,848277000.0,779194000.0
EBITDA,1241012000.0,1261853000.0,1351185000.0,1163591000.0
EBIT,670236000.0,669099000.0,800553000.0,685202000.0
Net Interest Income,27485000.0,-7838000.0,-56712000.0,-39998000.0
Interest Expense,17709000.0,11096000.0,72332000.0,69120000.0
Interest Income,45194000.0,3258000.0,15620000.0,29122000.0
Normalized Income,602937960.0,551728162.0,673627356.0,596958500.0
Net Income From Continuing And Discontinued Operation,547629000.0,523672000.0,651642000.0,557054000.0
Total Expenses,3108502000.0,2905614000.0,2654021000.0,2496475000.0
Total Operating Income As Reported,637338000.0,676274000.0,783148000.0,658534000.0
Diluted Average Shares,155397000.0,160467000.0,165804000.0,165213000.0
Basic Average Shares,152510000.0,159089000.0,162665000.0,162490000.0
Diluted EPS,3.52,3.26,3.93,3.37
Basic EPS,3.59,3.29,4.01,3.43
Diluted NI Availto Com Stockholders,547629000.0,523672000.0,651642000.0,557054000.0
Net Income Common Stockholders,547629000.0,523672000.0,651642000.0,557054000.0
Net Income,547629000.0,523672000.0,651642000.0,557054000.0
Net Income Including Noncontrolling Interests,547629000.0,523672000.0,651642000.0,557054000.0
Net Income Continuous Operations,547629000.0,523672000.0,651642000.0,557054000.0
Earnings From Equity Interest Net Of Tax,1475000.0,-7635000.0,-14008000.0,-13106000.0
Tax Provision,106373000.0,126696000.0,62571000.0,45922000.0
Pretax Income,652527000.0,658003000.0,728221000.0,616082000.0
Other Income Expense,-78376000.0,-45199000.0,-22269000.0,-45594000.0
Other Non Operating Income Expenses,-12296000.0,-10433000.0,1785000.0,-2454000.0
Special Income Charges,-66080000.0,-34766000.0,-24054000.0,-43140000.0
Other Special Charges,,,,275000.0
Restructuring And Mergern Acquisition,66080000.0,34766000.0,24054000.0,42865000.0
Net Non Operating Interest Income Expense,27485000.0,-7838000.0,-56712000.0,-39998000.0
Interest Expense Non Operating,17709000.0,11096000.0,72332000.0,69120000.0
Interest Income Non Operating,45194000.0,3258000.0,15620000.0,29122000.0
Operating Income,703418000.0,711040000.0,807202000.0,701674000.0
Operating Expense,1597439000.0,1521795000.0,1385065000.0,1363803000.0
Provision For Doubtful Accounts,1649000.0,7042000.0,763000.0,2881000.0
Depreciation Amortization Depletion Income Statement,132568000.0,139208000.0,129953000.0,124911000.0
Depreciation And Amortization In Income Statement,132568000.0,139208000.0,129953000.0,124911000.0
Amortization,66751000.0,64983000.0,48019000.0,42049000.0
Amortization Of Intangibles Income Statement,66751000.0,64983000.0,48019000.0,42049000.0
Depreciation Income Statement,65817000.0,74225000.0,81934000.0,82862000.0
Research And Development,406048000.0,391434000.0,335372000.0,269315000.0
Selling General And Administration,1057174000.0,984111000.0,918977000.0,966696000.0
Selling And Marketing Expense,89081000.0,78344000.0,49124000.0,510405000.0
General And Administrative Expense,968093000.0,905767000.0,869853000.0,456291000.0
Other Gand A,212747000.0,207170000.0,170448000.0,197829000.0
Salaries And Wages,755346000.0,698597000.0,699405000.0,258462000.0
Gross Profit,2300857000.0,2232835000.0,2192267000.0,2065477000.0
Cost Of Revenue,1511063000.0,1383819000.0,1268956000.0,1132672000.0
Total Revenue,3811920000.0,3616654000.0,3461223000.0,3198149000.0
Operating Revenue,3811920000.0,3616654000.0,3461223000.0,3198149000.0
