,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,954000000.0,960000000.0,952000000.0,-391000000.0,
Repurchase Of Capital Stock,-898000000.0,-669000000.0,-628000000.0,0.0,
Repayment Of Debt,-2317000000.0,-2331000000.0,-4767000000.0,-10334000000.0,
Issuance Of Debt,1784000000.0,1514000000.0,4005000000.0,4979000000.0,
Capital Expenditure,-407000000.0,-455000000.0,-549000000.0,-515000000.0,
Interest Paid Supplemental Data,15000000.0,17000000.0,27000000.0,,
End Cash Position,1224000000.0,1858000000.0,2672000000.0,2968000000.0,
Other Cash Adjustment Outside Changein Cash,0.0,10000000.0,52000000.0,-63000000.0,
Beginning Cash Position,1858000000.0,2672000000.0,2968000000.0,3679000000.0,
Effect Of Exchange Rate Changes,-17000000.0,-97000000.0,29000000.0,39000000.0,
Changes In Cash,-617000000.0,-727000000.0,-377000000.0,-687000000.0,
Financing Cash Flow,-1487000000.0,-1507000000.0,-1818000000.0,-5476000000.0,
Cash Flow From Continuing Financing Activities,-1487000000.0,-1507000000.0,-1818000000.0,-5476000000.0,
Net Other Financing Charges,-56000000.0,-23000000.0,-441000000.0,-69000000.0,
Proceeds From Stock Option Exercised,0.0,2000000.0,13000000.0,1000000.0,
Cash Dividends Paid,,0.0,0.0,-53000000.0,-214000000.0
Common Stock Dividend Paid,,,,,-214000000.0
Net Common Stock Issuance,-898000000.0,-669000000.0,-628000000.0,0.0,
Common Stock Payments,-898000000.0,-669000000.0,-628000000.0,0.0,
Net Issuance Payments Of Debt,-533000000.0,-817000000.0,-762000000.0,-5355000000.0,
Net Short Term Debt Issuance,-103000000.0,-243000000.0,163000000.0,-1866000000.0,
Short Term Debt Payments,-1887000000.0,-1757000000.0,-905000000.0,-5852000000.0,
Short Term Debt Issuance,1784000000.0,1514000000.0,1068000000.0,3986000000.0,
Net Long Term Debt Issuance,-430000000.0,-574000000.0,-925000000.0,-3489000000.0,
Long Term Debt Payments,-430000000.0,-574000000.0,-3862000000.0,-4482000000.0,
Long Term Debt Issuance,0.0,0.0,2937000000.0,993000000.0,
Investing Cash Flow,-491000000.0,-635000000.0,-60000000.0,4665000000.0,
Cash Flow From Continuing Investing Activities,-491000000.0,-635000000.0,-60000000.0,4665000000.0,
Net Other Investing Changes,-110000000.0,-33000000.0,-68000000.0,49000000.0,
Net Investment Purchase And Sale,0.0,0.0,24000000.0,0.0,
Sale Of Investment,0.0,0.0,24000000.0,0.0,
Purchase Of Investment,,,0.0,0.0,-75000000.0
Net Business Purchase And Sale,26000000.0,-147000000.0,533000000.0,5131000000.0,
Sale Of Business,26000000.0,0.0,533000000.0,5131000000.0,
Purchase Of Business,,-147000000.0,,,-1997000000.0
Net Intangibles Purchase And Sale,-225000000.0,-188000000.0,-295000000.0,-254000000.0,
Purchase Of Intangibles,-225000000.0,-188000000.0,-295000000.0,-254000000.0,
Net PPE Purchase And Sale,-182000000.0,-267000000.0,-254000000.0,-261000000.0,
Purchase Of PPE,-182000000.0,-267000000.0,-254000000.0,-261000000.0,
Operating Cash Flow,1361000000.0,1415000000.0,1501000000.0,124000000.0,
Cash Flow From Continuing Operating Activities,1361000000.0,1415000000.0,1501000000.0,124000000.0,
Change In Working Capital,-521000000.0,-685000000.0,-1063000000.0,-817000000.0,
Change In Other Working Capital,-290000000.0,11000000.0,270000000.0,-66000000.0,
Change In Other Current Liabilities,-353000000.0,-404000000.0,-484000000.0,-616000000.0,
Change In Payables And Accrued Expense,-265000000.0,-585000000.0,-1029000000.0,-93000000.0,
Change In Payable,-265000000.0,-585000000.0,-1029000000.0,-93000000.0,
Change In Account Payable,-278000000.0,-424000000.0,-714000000.0,-527000000.0,
Change In Tax Payable,13000000.0,-161000000.0,-315000000.0,434000000.0,
Change In Income Tax Payable,13000000.0,-161000000.0,-315000000.0,434000000.0,
Change In Prepaid Assets,211000000.0,-119000000.0,-48000000.0,-299000000.0,
Change In Receivables,176000000.0,412000000.0,228000000.0,257000000.0,
Changes In Account Receivables,176000000.0,412000000.0,228000000.0,257000000.0,
Other Non Cash Items,345000000.0,391000000.0,480000000.0,577000000.0,
Stock Based Compensation,109000000.0,108000000.0,101000000.0,56000000.0,
Provisionand Write Offof Assets,0.0,-1000000.0,5000000.0,53000000.0,
Asset Impairment Charge,18000000.0,47000000.0,51000000.0,275000000.0,
Deferred Tax,-416000000.0,-609000000.0,255000000.0,-403000000.0,
Deferred Income Tax,-416000000.0,-609000000.0,255000000.0,-403000000.0,
Depreciation Amortization Depletion,1433000000.0,1551000000.0,1742000000.0,1988000000.0,
Depreciation And Amortization,1433000000.0,1551000000.0,1742000000.0,1988000000.0,
Operating Gains Losses,307000000.0,1179000000.0,-806000000.0,-1459000000.0,
Pension And Employee Benefit Expense,445000000.0,1431000000.0,-684000000.0,519000000.0,
Net Foreign Currency Exchange Gain Loss,-7000000.0,8000000.0,-12000000.0,-36000000.0,
Net Income From Continuing Operations,86000000.0,-566000000.0,736000000.0,-146000000.0,
