,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,27900617.51442,25261740.0,-22912974.0,15574890.0,
Tax Rate For Calcs,0.296566,0.287,0.266,0.255,
Normalized EBITDA,236710000.0,475537000.0,1139215000.0,763901000.0,
Total Unusual Items,94079000.0,88020000.0,-86139000.0,61078000.0,
Total Unusual Items Excluding Goodwill,94079000.0,88020000.0,-86139000.0,61078000.0,
Net Income From Continuing Operation Net Minority Interest,251598000.0,411146000.0,657919000.0,598626000.0,
Reconciled Depreciation,89315000.0,98967000.0,77990000.0,82474000.0,
Reconciled Cost Of Revenue,3460509000.0,3721429000.0,4067770000.0,3685183000.0,
EBITDA,330789000.0,563557000.0,1053076000.0,824979000.0,
EBIT,241474000.0,464590000.0,975086000.0,742505000.0,
Net Interest Income,22118000.0,23973000.0,8008000.0,197000.0,
Interest Income,22118000.0,23973000.0,8008000.0,197000.0,
Normalized Income,185419617.51442,348387740.0,721145026.0,553122890.0,
Net Income From Continuing And Discontinued Operation,251598000.0,411146000.0,657919000.0,598626000.0,
Total Expenses,5554363000.0,5927927000.0,6263056000.0,5718939000.0,
Diluted Average Shares,103028000.0,106074000.0,109171000.0,111718000.0,
Basic Average Shares,102661000.0,105530000.0,108214000.0,110482000.0,
Diluted EPS,2.44,3.88,6.03,5.36,
Basic EPS,2.45,3.9,6.079796,5.418312,
Diluted NI Availto Com Stockholders,251598000.0,411146000.0,657919000.0,598626000.0,
Net Income Common Stockholders,251598000.0,411146000.0,657919000.0,598626000.0,
Net Income,251598000.0,411146000.0,657919000.0,598626000.0,
Net Income Including Noncontrolling Interests,251598000.0,411146000.0,657919000.0,598626000.0,
Net Income Continuous Operations,251598000.0,411146000.0,657919000.0,598626000.0,
Tax Provision,106073000.0,165437000.0,239036000.0,205154000.0,
Pretax Income,357671000.0,576583000.0,896955000.0,803780000.0,
Other Income Expense,94079000.0,88020000.0,-86139000.0,61078000.0,
Other Non Operating Income Expenses,,,,,75188000.0
Gain On Sale Of Security,94079000.0,88020000.0,-86139000.0,61078000.0,
Net Non Operating Interest Income Expense,22118000.0,23973000.0,8008000.0,197000.0,
Interest Income Non Operating,22118000.0,23973000.0,8008000.0,197000.0,
Operating Income,241474000.0,464590000.0,975086000.0,742505000.0,
Operating Expense,2005756000.0,2110414000.0,2118963000.0,1953523000.0,
Depreciation Amortization Depletion Income Statement,1217000.0,2883000.0,1667000.0,2241000.0,
Depreciation And Amortization In Income Statement,1217000.0,2883000.0,1667000.0,2241000.0,
Amortization,1217000.0,2883000.0,1667000.0,2241000.0,
Amortization Of Intangibles Income Statement,1217000.0,2883000.0,1667000.0,2241000.0,
Selling General And Administration,2004539000.0,2107531000.0,2117296000.0,1951282000.0,
Gross Profit,2247230000.0,2575004000.0,3094049000.0,2696028000.0,
Cost Of Revenue,3548607000.0,3817513000.0,4144093000.0,3765416000.0,
Total Revenue,5795837000.0,6392517000.0,7238142000.0,6461444000.0,
Operating Revenue,5795837000.0,6392517000.0,7238142000.0,6461444000.0,
