,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,4611000000.0,8619000000.0,4157000000.0,-809000000.0
Repurchase Of Capital Stock,-4014000000.0,-1513000000.0,0.0,-443000000.0
Repayment Of Debt,-4252000000.0,-2883000000.0,-2954000000.0,-1051000000.0
Issuance Of Debt,6260000000.0,453000000.0,1443000000.0,5178000000.0
Issuance Of Capital Stock,123000000.0,103000000.0,26000000.0,10000000.0
Capital Expenditure,-2418000000.0,-2194000000.0,-1860000000.0,-2920000000.0
End Cash Position,3323000000.0,6133000000.0,3147000000.0,2514000000.0
Beginning Cash Position,6133000000.0,3147000000.0,2514000000.0,1614000000.0
Effect Of Exchange Rate Changes,43000000.0,49000000.0,-42000000.0,77000000.0
Changes In Cash,-2853000000.0,2937000000.0,675000000.0,823000000.0
Financing Cash Flow,-8092000000.0,-6388000000.0,-3470000000.0,1791000000.0
Cash Flow From Continuing Financing Activities,-8092000000.0,-6388000000.0,-3470000000.0,1791000000.0
Net Other Financing Charges,-4327000000.0,-755000000.0,-400000000.0,-328000000.0
Cash Dividends Paid,-1882000000.0,-1793000000.0,-1585000000.0,-1575000000.0
Common Stock Dividend Paid,-1882000000.0,-1793000000.0,-1585000000.0,-1575000000.0
Net Common Stock Issuance,-3891000000.0,-1410000000.0,26000000.0,-433000000.0
Common Stock Payments,-4014000000.0,-1513000000.0,0.0,-443000000.0
Common Stock Issuance,123000000.0,103000000.0,26000000.0,10000000.0
Net Issuance Payments Of Debt,2008000000.0,-2430000000.0,-1511000000.0,4127000000.0
Net Long Term Debt Issuance,2008000000.0,-2430000000.0,-1511000000.0,4127000000.0
Long Term Debt Payments,-4252000000.0,-2883000000.0,-2954000000.0,-1051000000.0
Long Term Debt Issuance,6260000000.0,453000000.0,1443000000.0,5178000000.0
Investing Cash Flow,-1790000000.0,-1488000000.0,-1872000000.0,-3079000000.0
Cash Flow From Continuing Investing Activities,-1790000000.0,-1488000000.0,-1872000000.0,-3079000000.0
Net Other Investing Changes,427000000.0,581000000.0,-279000000.0,-351000000.0
Net Business Purchase And Sale,201000000.0,125000000.0,267000000.0,192000000.0
Sale Of Business,201000000.0,125000000.0,267000000.0,192000000.0
Capital Expenditure Reported,-2418000000.0,-2194000000.0,-1860000000.0,-2920000000.0
Operating Cash Flow,7029000000.0,10813000000.0,6017000000.0,2111000000.0
Cash Flow From Continuing Operating Activities,7029000000.0,10813000000.0,6017000000.0,2111000000.0
Change In Working Capital,-1815000000.0,68000000.0,2119000000.0,-326000000.0
Change In Payables And Accrued Expense,-1143000000.0,2316000000.0,2869000000.0,-2370000000.0
Change In Payable,-1143000000.0,2316000000.0,2869000000.0,-2370000000.0
Change In Account Payable,-480000000.0,1736000000.0,2925000000.0,-2887000000.0
Change In Tax Payable,-663000000.0,580000000.0,-56000000.0,517000000.0
Change In Income Tax Payable,-663000000.0,580000000.0,-56000000.0,517000000.0
Change In Prepaid Assets,269000000.0,-249000000.0,-339000000.0,92000000.0
Change In Inventory,-245000000.0,74000000.0,511000000.0,-71000000.0
Change In Receivables,-696000000.0,-2073000000.0,-922000000.0,2023000000.0
Other Non Cash Items,-390000000.0,-2773000000.0,-27000000.0,152000000.0
Unrealized Gain Loss On Investment Securities,38000000.0,433000000.0,-365000000.0,0.0
Asset Impairment Charge,24000000.0,60000000.0,1498000000.0,4252000000.0
Deferred Tax,840000000.0,1320000000.0,-272000000.0,126000000.0
Deferred Income Tax,840000000.0,1320000000.0,-272000000.0,126000000.0
Depreciation Amortization Depletion,1977000000.0,1629000000.0,1605000000.0,1395000000.0
Depreciation And Amortization,1977000000.0,1629000000.0,1605000000.0,1395000000.0
Operating Gains Losses,-884000000.0,-1315000000.0,-135000000.0,226000000.0
Earnings Losses From Equity Investments,-822000000.0,-1308000000.0,-128000000.0,334000000.0
Net Income From Continuing Operations,7239000000.0,11391000000.0,1594000000.0,-3714000000.0
