,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,2116000000.0,1343000000.0,1711000000.0,1810000000.0,
Repurchase Of Capital Stock,-1300000000.0,-1295000000.0,-1300000000.0,-729000000.0,
Repayment Of Debt,,0.0,0.0,-600000000.0,0.0
Issuance Of Debt,,0.0,0.0,1478000000.0,0.0
Issuance Of Capital Stock,77000000.0,80000000.0,77000000.0,86000000.0,
Capital Expenditure,-199000000.0,-207000000.0,-188000000.0,-124000000.0,
Interest Paid Supplemental Data,56000000.0,56000000.0,56000000.0,40000000.0,
Income Tax Paid Supplemental Data,300000000.0,583000000.0,629000000.0,340000000.0,
End Cash Position,2900000000.0,2424000000.0,2732000000.0,5260000000.0,
Beginning Cash Position,2424000000.0,2732000000.0,5260000000.0,3768000000.0,
Effect Of Exchange Rate Changes,-8000000.0,-41000000.0,-3000000.0,78000000.0,
Changes In Cash,484000000.0,-267000000.0,-2525000000.0,1414000000.0,
Financing Cash Flow,-1624000000.0,-1600000000.0,-1620000000.0,-15000000.0,
Cash Flow From Continuing Financing Activities,-1624000000.0,-1600000000.0,-1620000000.0,-15000000.0,
Net Other Financing Charges,-196000000.0,-175000000.0,-204000000.0,-152000000.0,
Cash Dividends Paid,-205000000.0,-210000000.0,-193000000.0,-98000000.0,
Common Stock Dividend Paid,-205000000.0,-210000000.0,-193000000.0,-98000000.0,
Net Common Stock Issuance,-1223000000.0,-1215000000.0,-1223000000.0,-643000000.0,
Common Stock Payments,-1300000000.0,-1295000000.0,-1300000000.0,-729000000.0,
Common Stock Issuance,77000000.0,80000000.0,77000000.0,86000000.0,
Net Issuance Payments Of Debt,,0.0,0.0,878000000.0,0.0
Net Long Term Debt Issuance,,0.0,0.0,878000000.0,0.0
Long Term Debt Payments,,0.0,0.0,-600000000.0,0.0
Long Term Debt Issuance,,0.0,0.0,1478000000.0,0.0
Investing Cash Flow,-207000000.0,-217000000.0,-2804000000.0,-505000000.0,
Cash Flow From Continuing Investing Activities,-207000000.0,-217000000.0,-2804000000.0,-505000000.0,
Net Investment Purchase And Sale,-8000000.0,-10000000.0,775000000.0,858000000.0,
Sale Of Investment,632000000.0,395000000.0,1329000000.0,3686000000.0,
Purchase Of Investment,-640000000.0,-405000000.0,-554000000.0,-2828000000.0,
Net Business Purchase And Sale,0.0,0.0,-3391000000.0,-1239000000.0,
Purchase Of Business,0.0,0.0,-3391000000.0,-1239000000.0,
Capital Expenditure Reported,-199000000.0,-207000000.0,-188000000.0,-124000000.0,
Operating Cash Flow,2315000000.0,1550000000.0,1899000000.0,1934000000.0,
Cash Flow From Continuing Operating Activities,2315000000.0,1550000000.0,1899000000.0,1934000000.0,
Change In Working Capital,54000000.0,-336000000.0,96000000.0,481000000.0,
Change In Other Working Capital,-5000000.0,-343000000.0,168000000.0,438000000.0,
Change In Other Current Assets,148000000.0,-103000000.0,-157000000.0,-70000000.0,
Change In Payables And Accrued Expense,-208000000.0,144000000.0,162000000.0,154000000.0,
Change In Accrued Expense,-202000000.0,134000000.0,169000000.0,136000000.0,
Change In Payable,-6000000.0,10000000.0,-7000000.0,18000000.0,
Change In Account Payable,-6000000.0,10000000.0,-7000000.0,18000000.0,
Change In Receivables,119000000.0,-34000000.0,-77000000.0,-41000000.0,
Other Non Cash Items,,,,,5000000.0
Stock Based Compensation,584000000.0,548000000.0,528000000.0,435000000.0,
Depreciation Amortization Depletion,404000000.0,536000000.0,486000000.0,181000000.0,
Depreciation And Amortization,404000000.0,536000000.0,486000000.0,181000000.0,
Depreciation,404000000.0,536000000.0,486000000.0,181000000.0,
Net Income From Continuing Operations,1273000000.0,802000000.0,789000000.0,837000000.0,
