,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,-11172000.0,-1470600.0,-11425600.0,-56484000.0,
Tax Rate For Calcs,0.21,0.258,0.386,0.27,
Normalized EBITDA,930400000.0,1398300000.0,1214000000.0,786500000.0,
Total Unusual Items,-53200000.0,-5700000.0,-29600000.0,-209200000.0,
Total Unusual Items Excluding Goodwill,-53200000.0,-5700000.0,-29600000.0,-209200000.0,
Net Income From Continuing Operation Net Minority Interest,89400000.0,508200000.0,253800000.0,-64000000.0,
Reconciled Depreciation,421100000.0,426700000.0,516400000.0,585300000.0,
Reconciled Cost Of Revenue,1951100000.0,1771900000.0,1626200000.0,1527600000.0,
EBITDA,877200000.0,1392600000.0,1184400000.0,577300000.0,
EBIT,456100000.0,965900000.0,668000000.0,-8000000.0,
Net Interest Income,-235500000.0,-245700000.0,-234000000.0,-228300000.0,
Interest Expense,251600000.0,261100000.0,241200000.0,231800000.0,
Interest Income,16100000.0,15400000.0,7200000.0,3500000.0,
Normalized Income,131428000.0,512429400.0,271974400.0,88716000.0,
Net Income From Continuing And Discontinued Operation,89400000.0,508200000.0,259500000.0,-201300000.0,
Total Expenses,5534600000.0,5016900000.0,5023900000.0,4476100000.0,
Total Operating Income As Reported,546700000.0,543700000.0,240900000.0,-48600000.0,
Diluted Average Shares,88340000000.0,88650000000.0,834100000.0,764800000.0,
Basic Average Shares,874400000.0,849000000.0,820600000.0,764800000.0,
Diluted EPS,0.09,0.57,0.08,-0.4,
Basic EPS,0.09,0.58,0.08,-0.4,
Diluted NI Availto Com Stockholders,76200000.0,495000000.0,61200000.0,-303600000.0,
Net Income Common Stockholders,76200000.0,495000000.0,61200000.0,-303600000.0,
Preferred Stock Dividends,13200000.0,13200000.0,198300000.0,102300000.0,
Net Income,89400000.0,508200000.0,259500000.0,-201300000.0,
Minority Interests,-20000000.0,-15000000.0,-8200000.0,3800000.0,
Net Income Including Noncontrolling Interests,109400000.0,523200000.0,267700000.0,-205100000.0,
Net Income Discontinuous Operations,0.0,0.0,5700000.0,-137300000.0,
Net Income Continuous Operations,109400000.0,523200000.0,262000000.0,-67800000.0,
Tax Provision,95100000.0,181600000.0,164800000.0,-172000000.0,
Pretax Income,204500000.0,704800000.0,426800000.0,-239800000.0,
Other Income Expense,-143400000.0,413300000.0,380300000.0,-165300000.0,
Other Non Operating Income Expenses,-90200000.0,419000000.0,409900000.0,43900000.0,
Special Income Charges,-36700000.0,6500000.0,-39600000.0,-202400000.0,
Gain On Sale Of Ppe,,,,,111500000.0
Gain On Sale Of Business,,,0.0,0.0,111500000.0
Impairment Of Capital Assets,0.0,0.0,31400000.0,0.0,
Restructuring And Mergern Acquisition,36700000.0,-6500000.0,8200000.0,202400000.0,
Gain On Sale Of Security,-16500000.0,-12200000.0,10000000.0,-6800000.0,
Net Non Operating Interest Income Expense,-235500000.0,-245700000.0,-234000000.0,-228300000.0,
Interest Expense Non Operating,251600000.0,261100000.0,241200000.0,231800000.0,
Interest Income Non Operating,16100000.0,15400000.0,7200000.0,3500000.0,
Operating Income,583400000.0,537200000.0,280500000.0,153800000.0,
Operating Expense,3355800000.0,3010100000.0,3088700000.0,2614400000.0,
Depreciation Amortization Depletion Income Statement,193400000.0,191800000.0,207400000.0,251200000.0,
Depreciation And Amortization In Income Statement,193400000.0,191800000.0,207400000.0,251200000.0,
Amortization,193400000.0,191800000.0,207400000.0,251200000.0,
Amortization Of Intangibles Income Statement,193400000.0,191800000.0,207400000.0,251200000.0,
Selling General And Administration,3162400000.0,2818300000.0,2881300000.0,2363200000.0,
Gross Profit,3939200000.0,3547300000.0,3369200000.0,2768200000.0,
Cost Of Revenue,2178800000.0,2006800000.0,1935200000.0,1861700000.0,
Total Revenue,6118000000.0,5554100000.0,5304400000.0,4629900000.0,
Operating Revenue,6118000000.0,5554100000.0,5304400000.0,4629900000.0,
