,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,29002.0,1719049.0,1512821.0,18699034.0
Ordinary Shares Number,105527815.0,105951199.0,106646498.0,107299933.0
Share Issued,105556817.0,107670248.0,108159319.0,125998967.0
Net Debt,896000000.0,1309300000.0,957400000.0,958500000.0
Total Debt,1610800000.0,1871300000.0,1428500000.0,1336000000.0
Tangible Book Value,-760400000.0,-1374600000.0,-1128300000.0,-1312700000.0
Invested Capital,5424200000.0,5207300000.0,4904100000.0,4552800000.0
Working Capital,595900000.0,78800000.0,362000000.0,253500000.0
Net Tangible Assets,-760400000.0,-1374600000.0,-1128300000.0,-1312700000.0
Capital Lease Obligations,171600000.0,129300000.0,129200000.0,132100000.0
Common Stock Equity,3985000000.0,3465300000.0,3604800000.0,3348900000.0
Total Capitalization,5424200000.0,4902600000.0,4904100000.0,4484100000.0
Total Equity Gross Minority Interest,3985000000.0,3465300000.0,3604800000.0,3348900000.0
Stockholders Equity,3985000000.0,3465300000.0,3604800000.0,3348900000.0
Gains Losses Not Affecting Retained Earnings,-9400000.0,-31000000.0,55600000.0,75000000.0
Other Equity Adjustments,-9400000.0,-31000000.0,55600000.0,75000000.0
Treasury Stock,10500000.0,131000000.0,106800000.0,1250400000.0
Retained Earnings,2525200000.0,2171100000.0,2145500000.0,1809800000.0
Additional Paid In Capital,1478600000.0,1455100000.0,1509400000.0,2713300000.0
Capital Stock,1100000.0,1100000.0,1100000.0,1200000.0
Common Stock,1100000.0,1100000.0,1100000.0,1200000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,3502500000.0,3533600000.0,3209700000.0,3167600000.0
Total Non Current Liabilities Net Minority Interest,2119100000.0,2056400000.0,2040400000.0,1854300000.0
Other Non Current Liabilities,67500000.0,70800000.0,41300000.0,44700000.0
Tradeand Other Payables Non Current,243800000.0,196100000.0,197900000.0,164700000.0
Non Current Deferred Liabilities,217800000.0,222900000.0,372700000.0,377600000.0
Non Current Deferred Taxes Liabilities,217800000.0,222900000.0,372700000.0,377600000.0
Long Term Debt And Capital Lease Obligation,1590000000.0,1566600000.0,1428500000.0,1267300000.0
Long Term Capital Lease Obligation,150800000.0,129300000.0,129200000.0,132100000.0
Long Term Debt,1439200000.0,1437300000.0,1299300000.0,1135200000.0
Current Liabilities,1383400000.0,1477200000.0,1169300000.0,1313300000.0
Other Current Liabilities,911900000.0,590000000.0,809700000.0,827300000.0
Current Deferred Liabilities,5900000.0,11700000.0,15200000.0,10200000.0
Current Deferred Revenue,5900000.0,11700000.0,15200000.0,10200000.0
Current Debt And Capital Lease Obligation,20800000.0,304700000.0,,68700000.0
Current Capital Lease Obligation,20800000.0,0.0,,
Current Debt,,304700000.0,,68700000.0
Other Current Borrowings,,304700000.0,,68700000.0
Pensionand Other Post Retirement Benefit Plans Current,77100000.0,90200000.0,68600000.0,49100000.0
Payables And Accrued Expenses,367700000.0,480600000.0,275800000.0,358000000.0
Current Accrued Expenses,115200000.0,121000000.0,96300000.0,73200000.0
Payables,252500000.0,359600000.0,179500000.0,284800000.0
Other Payable,144500000.0,238200000.0,151800000.0,252100000.0
Total Tax Payable,83300000.0,93900000.0,8200000.0,4200000.0
Income Tax Payable,1000000.0,3500000.0,8200000.0,4200000.0
Accounts Payable,24700000.0,27500000.0,19500000.0,28500000.0
Total Assets,7487500000.0,6998900000.0,6814500000.0,6516500000.0
Total Non Current Assets,5508200000.0,5442900000.0,5283800000.0,4949700000.0
Other Non Current Assets,171700000.0,127600000.0,87300000.0,51800000.0
Investments And Advances,345300000.0,253200000.0,245800000.0,42700000.0
Long Term Equity Investment,345300000.0,253200000.0,245800000.0,42700000.0
Goodwill And Other Intangible Assets,4745400000.0,4839900000.0,4733100000.0,4661600000.0
Other Intangible Assets,1604800000.0,1717100000.0,1707700000.0,1766500000.0
Goodwill,3140600000.0,3122800000.0,3025400000.0,2895100000.0
Net PPE,245800000.0,222200000.0,217600000.0,193600000.0
Accumulated Depreciation,-215200000.0,-259600000.0,-237400000.0,-146500000.0
Gross PPE,461000000.0,481800000.0,455000000.0,340100000.0
Construction In Progress,1500000.0,7700000.0,17300000.0,2000000.0
Other Properties,136600000.0,111700000.0,110100000.0,111000000.0
Machinery Furniture Equipment,322900000.0,291300000.0,256500000.0,227100000.0
Buildings And Improvements,0.0,68800000.0,68800000.0,0.0
Land And Improvements,0.0,2300000.0,2300000.0,0.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1979300000.0,1556000000.0,1531300000.0,1566800000.0
Other Current Assets,118000000.0,70500000.0,36800000.0,26500000.0
Restricted Cash,848800000.0,543000000.0,745900000.0,812100000.0
Receivables,411800000.0,418100000.0,369600000.0,390400000.0
Taxes Receivable,74500000.0,48300000.0,42700000.0,53100000.0
Accounts Receivable,337300000.0,369800000.0,326900000.0,337300000.0
Allowance For Doubtful Accounts Receivable,-4500000.0,-2200000.0,-1000000.0,-600000.0
Gross Accounts Receivable,341800000.0,372000000.0,327900000.0,337900000.0
Cash Cash Equivalents And Short Term Investments,600700000.0,524400000.0,379000000.0,337800000.0
Other Short Term Investments,57500000.0,91700000.0,37100000.0,92400000.0
Cash And Cash Equivalents,543200000.0,432700000.0,341900000.0,245400000.0
