,2024-02-29,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Tax Effect Of Unusual Items,-45711400.0,-237384000.0,-480690000.0,158629200.0,
Tax Rate For Calcs,0.206,0.21,0.21,0.201,
Normalized EBITDA,3307000000.0,2296500000.0,3293100000.0,2433200000.0,
Total Unusual Items,-221900000.0,-1130400000.0,-2289000000.0,789200000.0,
Total Unusual Items Excluding Goodwill,-221900000.0,-1130400000.0,-2289000000.0,789200000.0,
Net Income From Continuing Operation Net Minority Interest,1727400000.0,-71000000.0,-40400000.0,1998000000.0,
Reconciled Depreciation,427900000.0,383800000.0,337300000.0,293800000.0,
Reconciled Cost Of Revenue,4944300000.0,4683600000.0,4113400000.0,4148900000.0,
EBITDA,3085100000.0,1166100000.0,1004100000.0,3222400000.0,
EBIT,2657200000.0,782300000.0,666800000.0,2928600000.0,
Net Interest Income,-435400000.0,-398700000.0,-356400000.0,-385700000.0,
Interest Expense,435400000.0,398700000.0,356400000.0,385700000.0,
Normalized Income,1903588600.0,822016000.0,1767910000.0,1367429200.0,
Net Income From Continuing And Discontinued Operation,1727400000.0,-71000000.0,-40400000.0,1998000000.0,
Total Expenses,6792100000.0,6609700000.0,5823100000.0,5823800000.0,
Total Operating Income As Reported,3169700000.0,2842900000.0,2331700000.0,2791100000.0,
Diluted Average Shares,183959000.0,192543000.0,190656000.0,195308000.0,
Basic Average Shares,183307000.0,192543000.0,190656000.0,193519000.0,
Diluted EPS,9.39,-0.11,-0.22,10.23,
Basic EPS,9.42,-0.11,-0.22,10.44,
Diluted NI Availto Com Stockholders,1727400000.0,-71000000.0,-40400000.0,1996500000.0,
Average Dilution Earnings,,0.0,0.0,-1500000.0,0.0
Net Income Common Stockholders,1727400000.0,-71000000.0,-40400000.0,1998000000.0,
Net Income,1727400000.0,-71000000.0,-40400000.0,1998000000.0,
Minority Interests,-37800000.0,-32500000.0,-41400000.0,-33800000.0,
Net Income Including Noncontrolling Interests,1765200000.0,-38500000.0,1000000.0,2031800000.0,
Net Income Continuous Operations,1765200000.0,-38500000.0,1000000.0,2031800000.0,
Tax Provision,456600000.0,422100000.0,309400000.0,511100000.0,
Pretax Income,2221800000.0,383600000.0,310400000.0,2542900000.0,
Other Income Expense,-512500000.0,-2060600000.0,-2330800000.0,137500000.0,
Special Income Charges,-136800000.0,-1084500000.0,-695300000.0,-12800000.0,
Gain On Sale Of Business,,,1700000.0,14200000.0,74100000.0
Other Special Charges,700000.0,24200000.0,29400000.0,12800000.0,
Write Off,136100000.0,1060300000.0,0.0,0.0,
Impairment Of Capital Assets,0.0,0.0,665900000.0,0.0,
Earnings From Equity Interest,-290600000.0,-930200000.0,-41800000.0,-651700000.0,
Gain On Sale Of Security,-85100000.0,-45900000.0,-1593700000.0,802000000.0,
Net Non Operating Interest Income Expense,-435400000.0,-398700000.0,-356400000.0,-385700000.0,
Interest Expense Non Operating,435400000.0,398700000.0,356400000.0,385700000.0,
Operating Income,3169700000.0,2842900000.0,2997600000.0,2791100000.0,
Operating Expense,1847800000.0,1926100000.0,1709700000.0,1674900000.0,
Selling General And Administration,1847800000.0,1926100000.0,1709700000.0,1674900000.0,
Gross Profit,5017500000.0,4769000000.0,4707300000.0,4466000000.0,
Cost Of Revenue,4944300000.0,4683600000.0,4113400000.0,4148900000.0,
Total Revenue,9961800000.0,9452600000.0,8820700000.0,8614900000.0,
Excise Taxes,749200000.0,724600000.0,708400000.0,740800000.0,
Operating Revenue,10711000000.0,10177200000.0,9529100000.0,9355700000.0,
