,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,554941703.0,549578018.0,544025269.0,537438394.0
Share Issued,554941703.0,549578018.0,544025269.0,537438394.0
Net Debt,26121000000.0,24666000000.0,23219000000.0,20521000000.0
Total Debt,27514000000.0,26032000000.0,24736000000.0,22208000000.0
Tangible Book Value,17616000000.0,16675000000.0,15612000000.0,14575000000.0
Invested Capital,43866000000.0,41452000000.0,38997000000.0,35225000000.0
Working Capital,-1583000000.0,-934000000.0,-807000000.0,-964000000.0
Net Tangible Assets,17616000000.0,16675000000.0,15612000000.0,14575000000.0
Capital Lease Obligations,1264000000.0,1255000000.0,1351000000.0,1558000000.0
Common Stock Equity,17616000000.0,16675000000.0,15612000000.0,14575000000.0
Total Capitalization,42529000000.0,39488000000.0,37391000000.0,34220000000.0
Total Equity Gross Minority Interest,17616000000.0,16675000000.0,15612000000.0,14575000000.0
Stockholders Equity,17616000000.0,16675000000.0,15612000000.0,14575000000.0
Gains Losses Not Affecting Retained Earnings,-94000000.0,-93000000.0,-123000000.0,-141000000.0
Other Equity Adjustments,-94000000.0,-93000000.0,-123000000.0,-141000000.0
Retained Earnings,7858000000.0,7239000000.0,6572000000.0,5968000000.0
Additional Paid In Capital,8465000000.0,8155000000.0,7803000000.0,7404000000.0
Capital Stock,1387000000.0,1374000000.0,1360000000.0,1344000000.0
Common Stock,1387000000.0,1374000000.0,1360000000.0,1344000000.0
Total Liabilities Net Minority Interest,46463000000.0,44513000000.0,42239000000.0,39382000000.0
Total Non Current Liabilities Net Minority Interest,40811000000.0,38435000000.0,37193000000.0,35143000000.0
Other Non Current Liabilities,148000000.0,147000000.0,158000000.0,183000000.0
Derivative Product Liabilities,86000000.0,113000000.0,105000000.0,131000000.0
Employee Benefits,469000000.0,390000000.0,306000000.0,666000000.0
Non Current Pension And Other Postretirement Benefit Plans,469000000.0,390000000.0,306000000.0,666000000.0
Non Current Deferred Liabilities,5112000000.0,4985000000.0,5143000000.0,4988000000.0
Non Current Deferred Revenue,167000000.0,181000000.0,196000000.0,197000000.0
Non Current Deferred Taxes Liabilities,4945000000.0,4804000000.0,4947000000.0,4791000000.0
Long Term Debt And Capital Lease Obligation,25951000000.0,23851000000.0,22925000000.0,20989000000.0
Long Term Capital Lease Obligation,1038000000.0,1038000000.0,1146000000.0,1344000000.0
Long Term Debt,24913000000.0,22813000000.0,21779000000.0,19645000000.0
Long Term Provisions,3218000000.0,3380000000.0,3151000000.0,2884000000.0
Current Liabilities,5652000000.0,6078000000.0,5046000000.0,4239000000.0
Other Current Liabilities,1324000000.0,1039000000.0,799000000.0,771000000.0
Current Debt And Capital Lease Obligation,1563000000.0,2181000000.0,1811000000.0,1219000000.0
Current Capital Lease Obligation,226000000.0,217000000.0,205000000.0,214000000.0
Current Debt,1337000000.0,1964000000.0,1606000000.0,1005000000.0
Other Current Borrowings,1337000000.0,1964000000.0,1606000000.0,1005000000.0
Payables And Accrued Expenses,2765000000.0,2858000000.0,2436000000.0,2249000000.0
Current Accrued Expenses,251000000.0,217000000.0,209000000.0,203000000.0
Interest Payable,251000000.0,217000000.0,209000000.0,203000000.0
Payables,2514000000.0,2641000000.0,2227000000.0,2046000000.0
Dividends Payable,289000000.0,268000000.0,249000000.0,231000000.0
Total Tax Payable,557000000.0,569000000.0,569000000.0,578000000.0
Accounts Payable,1668000000.0,1804000000.0,1409000000.0,1237000000.0
Total Assets,64079000000.0,61188000000.0,57851000000.0,53957000000.0
Total Non Current Assets,60010000000.0,56044000000.0,53612000000.0,50682000000.0
Other Non Current Assets,678000000.0,389000000.0,431000000.0,379000000.0
Financial Assets,76000000.0,93000000.0,67000000.0,30000000.0
Investments And Advances,3599000000.0,3234000000.0,3628000000.0,3096000000.0
Other Investments,3599000000.0,3234000000.0,3628000000.0,3096000000.0
Net PPE,52859000000.0,49457000000.0,46748000000.0,44440000000.0
Accumulated Depreciation,-22317000000.0,-21103000000.0,-20423000000.0,-19688000000.0
Gross PPE,75176000000.0,70560000000.0,67171000000.0,64128000000.0
Construction In Progress,2873000000.0,2124000000.0,1969000000.0,1877000000.0
Other Properties,4202000000.0,4130000000.0,3081000000.0,2539000000.0
Current Assets,4069000000.0,5144000000.0,4239000000.0,3275000000.0
Other Current Assets,905000000.0,1419000000.0,1395000000.0,890000000.0
Hedging Assets Current,104000000.0,279000000.0,123000000.0,49000000.0
Prepaid Assets,52000000.0,54000000.0,44000000.0,42000000.0
Inventory,711000000.0,803000000.0,631000000.0,535000000.0
Other Inventories,123000000.0,272000000.0,160000000.0,84000000.0
Receivables,2168000000.0,2478000000.0,1880000000.0,1630000000.0
Accounts Receivable,1315000000.0,1373000000.0,1018000000.0,916000000.0
Allowance For Doubtful Accounts Receivable,-128000000.0,-122000000.0,-106000000.0,-79000000.0
Gross Accounts Receivable,1443000000.0,1495000000.0,1124000000.0,995000000.0
Cash Cash Equivalents And Short Term Investments,129000000.0,111000000.0,166000000.0,129000000.0
Cash And Cash Equivalents,129000000.0,111000000.0,166000000.0,129000000.0
