,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,3165000.0,28440000.0,-64956178.790535,379080000.0,
Tax Rate For Calcs,0.211,0.36,0.354952,0.27,
Normalized EBITDA,1825000000.0,787000000.0,3270000000.0,1599000000.0,
Total Unusual Items,15000000.0,79000000.0,-183000000.0,1404000000.0,
Total Unusual Items Excluding Goodwill,15000000.0,79000000.0,-183000000.0,1404000000.0,
Net Income From Continuing Operation Net Minority Interest,91000000.0,-568000000.0,718000000.0,-149000000.0,
Reconciled Depreciation,1433000000.0,1551000000.0,1742000000.0,1988000000.0,
Reconciled Cost Of Revenue,10547000000.0,11214000000.0,12658000000.0,14068000000.0,
EBITDA,1840000000.0,866000000.0,3087000000.0,3003000000.0,
EBIT,407000000.0,-685000000.0,1345000000.0,1015000000.0,
Net Interest Income,-84000000.0,-65000000.0,-139000000.0,-263000000.0,
Interest Expense,298000000.0,200000000.0,204000000.0,361000000.0,
Interest Income,214000000.0,135000000.0,65000000.0,98000000.0,
Normalized Income,79165000.0,-618560000.0,836043821.209465,-1173920000.0,
Net Income From Continuing And Discontinued Operation,91000000.0,-568000000.0,718000000.0,-149000000.0,
Total Expenses,13669000000.0,15571000000.0,15124000000.0,18122000000.0,
Diluted Average Shares,198780000.0,228990000.0,255210000.0,254140000.0,
Basic Average Shares,195800000.0,228990000.0,250020000.0,254140000.0,
Diluted EPS,0.46,-2.48,2.81,-0.59,
Basic EPS,0.46,-2.48,2.87,-0.59,
Diluted NI Availto Com Stockholders,91000000.0,-568000000.0,718000000.0,-149000000.0,
Net Income Common Stockholders,91000000.0,-568000000.0,718000000.0,-149000000.0,
Net Income,91000000.0,-568000000.0,718000000.0,-149000000.0,
Minority Interests,5000000.0,-2000000.0,-18000000.0,-3000000.0,
Net Income Including Noncontrolling Interests,86000000.0,-566000000.0,736000000.0,-146000000.0,
Net Income Discontinuous Operations,,,,0.0,0.0
Net Income Continuous Operations,86000000.0,-566000000.0,736000000.0,-146000000.0,
Tax Provision,23000000.0,-319000000.0,405000000.0,800000000.0,
Pretax Income,109000000.0,-885000000.0,1141000000.0,654000000.0,
Other Income Expense,195000000.0,321000000.0,139000000.0,1310000000.0,
Other Non Operating Income Expenses,180000000.0,242000000.0,322000000.0,-94000000.0,
Special Income Charges,8000000.0,64000000.0,-170000000.0,1418000000.0,
Gain On Sale Of Ppe,40000000.0,90000000.0,88000000.0,6000000.0,
Gain On Sale Of Business,79000000.0,190000000.0,371000000.0,2004000000.0,
Other Special Charges,,,311000000.0,41000000.0,-632000000.0
Impairment Of Capital Assets,,,0.0,0.0,6794000000.0
Restructuring And Mergern Acquisition,111000000.0,216000000.0,318000000.0,551000000.0,
Gain On Sale Of Security,7000000.0,15000000.0,-13000000.0,-14000000.0,
Net Non Operating Interest Income Expense,-84000000.0,-65000000.0,-139000000.0,-263000000.0,
Interest Expense Non Operating,298000000.0,200000000.0,204000000.0,361000000.0,
Interest Income Non Operating,214000000.0,135000000.0,65000000.0,98000000.0,
Operating Income,-2000000.0,-1141000000.0,1141000000.0,-393000000.0,
Operating Expense,3093000000.0,4325000000.0,2441000000.0,4036000000.0,
Depreciation Amortization Depletion Income Statement,1404000000.0,1519000000.0,1717000000.0,1970000000.0,
Depreciation And Amortization In Income Statement,1404000000.0,1519000000.0,1717000000.0,1970000000.0,
Selling General And Administration,1689000000.0,2806000000.0,724000000.0,2066000000.0,
General And Administrative Expense,1689000000.0,2806000000.0,724000000.0,2066000000.0,
Other Gand A,1244000000.0,1375000000.0,1408000000.0,2066000000.0,
Salaries And Wages,445000000.0,1431000000.0,-684000000.0,110000000.0,
Gross Profit,3091000000.0,3184000000.0,3582000000.0,3643000000.0,
Cost Of Revenue,10576000000.0,11246000000.0,12683000000.0,14086000000.0,
Total Revenue,13667000000.0,14430000000.0,16265000000.0,17729000000.0,
Operating Revenue,13667000000.0,14430000000.0,16265000000.0,17729000000.0,
