,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,120000000.0,545000000.0,573000000.0,513000000.0,
Repurchase Of Capital Stock,-107000000.0,-1364000000.0,-661000000.0,-1000000.0,
Repayment Of Debt,-1839000000.0,-3474000000.0,-1132000000.0,-3311000000.0,
Issuance Of Debt,1737000000.0,4061000000.0,945000000.0,2443000000.0,
Capital Expenditure,-189000000.0,-226000000.0,-131000000.0,-111000000.0,
Interest Paid Supplemental Data,96000000.0,58000000.0,37000000.0,52000000.0,
Income Tax Paid Supplemental Data,156000000.0,133000000.0,43000000.0,45000000.0,
End Cash Position,205000000.0,256000000.0,172000000.0,234000000.0,
Beginning Cash Position,256000000.0,172000000.0,234000000.0,592000000.0,
Effect Of Exchange Rate Changes,-17000000.0,-94000000.0,-24000000.0,12000000.0,
Changes In Cash,-34000000.0,178000000.0,-38000000.0,-370000000.0,
Financing Cash Flow,-208000000.0,-776000000.0,-800000000.0,-870000000.0,
Cash Flow From Continuing Financing Activities,-208000000.0,-776000000.0,-800000000.0,-870000000.0,
Net Other Financing Charges,,-5000000.0,31000000.0,-4000000.0,-1000000.0
Proceeds From Stock Option Exercised,1000000.0,6000000.0,17000000.0,3000000.0,
Net Common Stock Issuance,-107000000.0,-1364000000.0,-661000000.0,-1000000.0,
Common Stock Payments,-107000000.0,-1364000000.0,-661000000.0,-1000000.0,
Net Issuance Payments Of Debt,-102000000.0,587000000.0,-187000000.0,-868000000.0,
Net Long Term Debt Issuance,-102000000.0,587000000.0,-187000000.0,-868000000.0,
Long Term Debt Payments,-1839000000.0,-3474000000.0,-1132000000.0,-3311000000.0,
Long Term Debt Issuance,1737000000.0,4061000000.0,945000000.0,2443000000.0,
Investing Cash Flow,-135000000.0,183000000.0,58000000.0,-124000000.0,
Cash Flow From Continuing Investing Activities,-135000000.0,183000000.0,58000000.0,-124000000.0,
Net Other Investing Changes,,,,-13000000.0,-13000000.0
Net Investment Purchase And Sale,54000000.0,409000000.0,189000000.0,0.0,
Sale Of Investment,,,,0.0,298000000.0
Net Business Purchase And Sale,,,,0.0,-13000000.0
Purchase Of Business,,,,0.0,-13000000.0
Net Intangibles Purchase And Sale,,,,0.0,0.0
Purchase Of Intangibles,,,,0.0,0.0
Capital Expenditure Reported,-189000000.0,-226000000.0,-131000000.0,-111000000.0,
Operating Cash Flow,309000000.0,771000000.0,704000000.0,624000000.0,
Cash Flow From Continuing Operating Activities,309000000.0,771000000.0,704000000.0,624000000.0,
Change In Working Capital,-42000000.0,-82000000.0,-291000000.0,278000000.0,
Change In Other Working Capital,-36000000.0,-28000000.0,60000000.0,13000000.0,
Change In Payables And Accrued Expense,-179000000.0,-109000000.0,99000000.0,203000000.0,
Change In Accrued Expense,-60000000.0,-9000000.0,30000000.0,153000000.0,
Change In Payable,-119000000.0,-100000000.0,69000000.0,50000000.0,
Change In Account Payable,-119000000.0,-100000000.0,69000000.0,50000000.0,
Change In Prepaid Assets,-29000000.0,-8000000.0,14000000.0,-31000000.0,
Change In Inventory,175000000.0,13000000.0,-386000000.0,145000000.0,
Change In Receivables,27000000.0,50000000.0,-78000000.0,-52000000.0,
Other Non Cash Items,-99000000.0,-92000000.0,-132000000.0,-105000000.0,
Stock Based Compensation,72000000.0,78000000.0,85000000.0,71000000.0,
Asset Impairment Charge,577000000.0,142000000.0,83000000.0,316000000.0,
Deferred Tax,-187000000.0,-101000000.0,-57000000.0,-70000000.0,
Deferred Income Tax,-187000000.0,-101000000.0,-57000000.0,-70000000.0,
Depreciation Amortization Depletion,188000000.0,179000000.0,193000000.0,212000000.0,
Depreciation And Amortization,188000000.0,179000000.0,193000000.0,212000000.0,
Operating Gains Losses,29000000.0,28000000.0,,-15000000.0,11000000.0
Net Foreign Currency Exchange Gain Loss,29000000.0,28000000.0,0.0,-15000000.0,
Gain Loss On Sale Of PPE,,,,0.0,0.0
Net Income From Continuing Operations,-229000000.0,619000000.0,823000000.0,-63000000.0,
