,2024-02-29,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Free Cash Flow,-6690000.0,860622000.0,-2857984000.0,503224000.0,
Repurchase Of Capital Stock,-94086000.0,-333932000.0,-576478000.0,-229938000.0,
Repayment Of Debt,-12135910000.0,-17728156000.0,-18391027000.0,-12878780000.0,
Issuance Of Debt,12514650000.0,17354596000.0,22012698000.0,12559846000.0,
Issuance Of Capital Stock,44766000.0,17093000.0,79805000.0,143148000.0,
Capital Expenditure,-465307000.0,-422710000.0,-308534000.0,-164536000.0,
Interest Paid Supplemental Data,123545000.0,122147000.0,91686000.0,86437000.0,
Income Tax Paid Supplemental Data,164612000.0,152626000.0,373234000.0,247748000.0,
End Cash Position,1250410000.0,951004000.0,803618000.0,771947000.0,
Beginning Cash Position,951004000.0,803618000.0,771947000.0,656390000.0,
Changes In Cash,299406000.0,147386000.0,31671000.0,115557000.0,
Financing Cash Flow,307787000.0,-710180000.0,3104866000.0,-424020000.0,
Cash Flow From Continuing Financing Activities,307787000.0,-710180000.0,3104866000.0,-424020000.0,
Net Other Financing Charges,-21633000.0,-19781000.0,-20132000.0,-18296000.0,
Net Common Stock Issuance,-49320000.0,-316839000.0,-496673000.0,-86790000.0,
Common Stock Payments,-94086000.0,-333932000.0,-576478000.0,-229938000.0,
Common Stock Issuance,44766000.0,17093000.0,79805000.0,143148000.0,
Net Issuance Payments Of Debt,378740000.0,-373560000.0,3621671000.0,-318934000.0,
Net Short Term Debt Issuance,,0.0,0.0,-40000.0,-1089000.0
Short Term Debt Payments,,0.0,0.0,-40000.0,-1089000.0
Net Long Term Debt Issuance,378740000.0,-373560000.0,3621671000.0,-318894000.0,
Long Term Debt Payments,-12135910000.0,-17728156000.0,-18391027000.0,-12878740000.0,
Long Term Debt Issuance,12514650000.0,17354596000.0,22012698000.0,12559846000.0,
Investing Cash Flow,-466998000.0,-425766000.0,-523745000.0,-128183000.0,
Cash Flow From Continuing Investing Activities,-466998000.0,-425766000.0,-523745000.0,-128183000.0,
Net Investment Purchase And Sale,-3042000.0,-8246000.0,13794000.0,4596000.0,
Sale Of Investment,3151000.0,4280000.0,38408000.0,8325000.0,
Purchase Of Investment,-6193000.0,-12526000.0,-24614000.0,-3729000.0,
Net Business Purchase And Sale,0.0,0.0,-229265000.0,29911000.0,
Sale Of Business,0.0,0.0,12298000.0,29911000.0,
Purchase Of Business,0.0,0.0,-241563000.0,0.0,
Net PPE Purchase And Sale,1351000.0,5190000.0,260000.0,1846000.0,
Sale Of PPE,1351000.0,5190000.0,260000.0,1846000.0,
Capital Expenditure Reported,-465307000.0,-422710000.0,-308534000.0,-164536000.0,
Operating Cash Flow,458617000.0,1283332000.0,-2549450000.0,667760000.0,
Cash Flow From Continuing Operating Activities,458617000.0,1283332000.0,-2549450000.0,667760000.0,
Change In Working Capital,-796000000.0,34381000.0,-4335613000.0,-638956000.0,
Change In Other Working Capital,,,,,-105562000.0
Change In Other Current Liabilities,-85681000.0,-110393000.0,-200456000.0,-65169000.0,
Change In Other Current Assets,26037000.0,50936000.0,-113062000.0,-12912000.0,
Change In Payables And Accrued Expense,118511000.0,-197687000.0,175106000.0,106788000.0,
Change In Payable,118511000.0,-197687000.0,175106000.0,106788000.0,
Change In Account Payable,118511000.0,-197687000.0,175106000.0,106788000.0,
Change In Inventory,48072000.0,1398427000.0,-1967432000.0,-323318000.0,
Change In Receivables,-902939000.0,-1106902000.0,-2229769000.0,-344345000.0,
Changes In Account Receivables,77630000.0,262201000.0,-288195000.0,-43507000.0,
Other Non Cash Items,9252000.0,4773000.0,-19139000.0,-1409000.0,
Stock Based Compensation,119720000.0,85592000.0,109197000.0,121899000.0,
Provisionand Write Offof Assets,390827000.0,415150000.0,256620000.0,232938000.0,
Deferred Tax,-4800000.0,-6550000.0,15000000.0,-35787000.0,
Deferred Income Tax,-4800000.0,-6550000.0,15000000.0,-35787000.0,
Depreciation Amortization Depletion,260414000.0,265224000.0,273188000.0,242156000.0,
Depreciation And Amortization,260414000.0,265224000.0,273188000.0,242156000.0,
Net Income From Continuing Operations,479204000.0,484762000.0,1151297000.0,746919000.0,
