,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,354151000.0,591007000.0,622630000.0,566525000.0,
Repurchase Of Capital Stock,-276032000.0,-254625000.0,-319897000.0,-287738000.0,
Repayment Of Debt,,0.0,0.0,-239000.0,-218000.0
Capital Expenditure,-56318000.0,-45874000.0,-61120000.0,-36611000.0,
Interest Paid Supplemental Data,272000.0,315000.0,368000.0,548000.0,
Income Tax Paid Supplemental Data,143615000.0,168488000.0,217927000.0,219726000.0,
End Cash Position,537583000.0,731740000.0,658626000.0,619001000.0,
Beginning Cash Position,731740000.0,658626000.0,619001000.0,574426000.0,
Effect Of Exchange Rate Changes,-21066000.0,9018000.0,-18319000.0,-12363000.0,
Changes In Cash,-173091000.0,64096000.0,57944000.0,56938000.0,
Financing Cash Flow,-496441000.0,-460535000.0,-509183000.0,-458589000.0,
Cash Flow From Continuing Financing Activities,-496441000.0,-460535000.0,-509183000.0,-458589000.0,
Cash Dividends Paid,-220409000.0,-205910000.0,-189286000.0,-170612000.0,
Common Stock Dividend Paid,-220409000.0,-205910000.0,-189286000.0,-170612000.0,
Net Common Stock Issuance,-276032000.0,-254625000.0,-319897000.0,-287738000.0,
Common Stock Payments,-276032000.0,-254625000.0,-319897000.0,-287738000.0,
Net Issuance Payments Of Debt,,0.0,0.0,-239000.0,-218000.0
Net Long Term Debt Issuance,,0.0,0.0,-239000.0,-218000.0
Long Term Debt Payments,,0.0,0.0,-239000.0,-218000.0
Investing Cash Flow,-87119000.0,-112250000.0,-116623000.0,-87609000.0,
Cash Flow From Continuing Investing Activities,-87119000.0,-112250000.0,-116623000.0,-87609000.0,
Net Other Investing Changes,,,,,58674000.0
Net Investment Purchase And Sale,-30537000.0,-65341000.0,-36519000.0,-50998000.0,
Sale Of Investment,38700000.0,37628000.0,30869000.0,34434000.0,
Purchase Of Investment,-69237000.0,-102969000.0,-67388000.0,-85432000.0,
Net Business Purchase And Sale,-264000.0,-1035000.0,-18984000.0,0.0,
Purchase Of Business,-264000.0,-1035000.0,-18984000.0,0.0,
Capital Expenditure Reported,-56318000.0,-45874000.0,-61120000.0,-36611000.0,
Operating Cash Flow,410469000.0,636881000.0,683750000.0,603136000.0,
Cash Flow From Continuing Operating Activities,410469000.0,636881000.0,683750000.0,603136000.0,
Change In Working Capital,119624000.0,181311000.0,-187822000.0,-53628000.0,
Change In Other Working Capital,90546000.0,90744000.0,-70460000.0,83798000.0,
Change In Payables And Accrued Expense,-37876000.0,-65702000.0,-51736000.0,155202000.0,
Change In Accrued Expense,-32963000.0,-61725000.0,-58067000.0,99005000.0,
Change In Payable,-4913000.0,-3977000.0,6331000.0,56197000.0,
Change In Account Payable,16047000.0,-14698000.0,3735000.0,52610000.0,
Change In Tax Payable,-20960000.0,10721000.0,2596000.0,3587000.0,
Change In Income Tax Payable,-20960000.0,10721000.0,2596000.0,3587000.0,
Change In Receivables,66954000.0,156269000.0,-65626000.0,-292628000.0,
Changes In Account Receivables,66954000.0,156269000.0,-65626000.0,-292628000.0,
Other Non Cash Items,-29210000.0,-34895000.0,-40357000.0,-31240000.0,
Stock Based Compensation,63448000.0,61139000.0,57663000.0,55932000.0,
Provisionand Write Offof Assets,5286000.0,8752000.0,8771000.0,9464000.0,
Deferred Tax,-17936000.0,-16568000.0,10810000.0,-21133000.0,
Deferred Income Tax,-17936000.0,-16568000.0,10810000.0,-21133000.0,
Depreciation Amortization Depletion,89315000.0,98967000.0,77990000.0,82474000.0,
Depreciation And Amortization,89315000.0,98967000.0,77990000.0,82474000.0,
Amortization Cash Flow,37262000.0,47603000.0,30592000.0,30264000.0,
Amortization Of Intangibles,37262000.0,47603000.0,30592000.0,30264000.0,
Depreciation,52053000.0,51364000.0,47398000.0,52210000.0,
Operating Gains Losses,-71656000.0,-72971000.0,98776000.0,-37359000.0,
Gain Loss On Investment Securities,-71656000.0,-72971000.0,98776000.0,-37359000.0,
Net Income From Continuing Operations,251598000.0,411146000.0,657919000.0,598626000.0,
