,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.204,0.21,0.175,0.121
Normalized EBITDA,1217665000.0,1011730000.0,1037058000.0,791108000.0
Net Income From Continuing Operation Net Minority Interest,845042000.0,679089000.0,744845000.0,581776000.0
Reconciled Depreciation,114908000.0,111900000.0,104596000.0,95998000.0
Reconciled Cost Of Revenue,1470983000.0,1362986000.0,1325928000.0,1135615000.0
EBITDA,1217665000.0,1011730000.0,1037058000.0,791108000.0
EBIT,1102757000.0,899830000.0,932462000.0,695110000.0
Net Interest Income,-35952000.0,-38793000.0,-29374000.0,-32539000.0
Interest Expense,41581000.0,39858000.0,29808000.0,33125000.0
Interest Income,5629000.0,1065000.0,434000.0,586000.0
Normalized Income,845042000.0,679089000.0,744845000.0,581776000.0
Net Income From Continuing And Discontinued Operation,845042000.0,679089000.0,744845000.0,581776000.0
Total Expenses,2563825000.0,2468559000.0,2283332000.0,2012131000.0
Total Operating Income As Reported,1097128000.0,898765000.0,932028000.0,694524000.0
Diluted Average Shares,83978000.0,84600000.0,86572000.0,86722000.0
Basic Average Shares,83066000.0,83623000.0,85200000.0,85342000.0
Diluted EPS,10.06,8.03,8.6,6.71
Basic EPS,10.17,8.12,8.74,6.82
Diluted NI Availto Com Stockholders,845042000.0,679089000.0,744845000.0,581776000.0
Net Income Common Stockholders,845042000.0,679089000.0,744845000.0,581776000.0
Net Income,845042000.0,679089000.0,744845000.0,581776000.0
Minority Interests,0.0,0.0,1000.0,-355000.0
Net Income Including Noncontrolling Interests,845042000.0,679089000.0,744844000.0,582131000.0
Net Income Continuous Operations,845042000.0,679089000.0,744844000.0,582131000.0
Tax Provision,216134000.0,180883000.0,157810000.0,79854000.0
Pretax Income,1061176000.0,859972000.0,902654000.0,661985000.0
Net Non Operating Interest Income Expense,-35952000.0,-38793000.0,-29374000.0,-32539000.0
Interest Expense Non Operating,41581000.0,39858000.0,29808000.0,33125000.0
Interest Income Non Operating,5629000.0,1065000.0,434000.0,586000.0
Operating Income,1097128000.0,898765000.0,932028000.0,694524000.0
Operating Expense,1092842000.0,1105573000.0,957404000.0,876516000.0
Research And Development,190951000.0,254820000.0,161009000.0,141249000.0
Selling General And Administration,901891000.0,850753000.0,796395000.0,735267000.0
Selling And Marketing Expense,566066000.0,524505000.0,486735000.0,434435000.0
General And Administrative Expense,335825000.0,326248000.0,309660000.0,300832000.0
Other Gand A,335825000.0,326248000.0,309660000.0,300832000.0
Gross Profit,2189970000.0,2004338000.0,1889432000.0,1571040000.0
Cost Of Revenue,1470983000.0,1362986000.0,1325928000.0,1135615000.0
Total Revenue,3660953000.0,3367324000.0,3215360000.0,2706655000.0
Operating Revenue,3660953000.0,3367324000.0,3215360000.0,2706655000.0
